IP,NAMESERVER,Query time,Msg size,Actual Frequency [%],Max msg size,min msg size,avg msg size
204.13.250.8,ns2.p08.dynect.net,4msec,212,0.687014912357313,,,
204.13.251.8,ns4.p08.dynect.net,3msec,212,0.687102119124558,,,
204.13.250.15,ns2.p15.dynect.net,4msec,212,0.687189325891803,,,
204.13.251.15,ns4.p15.dynect.net,4msec,212,0.687276532659048,,,
204.13.250.10,ns2.p10.dynect.net,4msec,212,0.687363739426294,,,
204.13.251.10,ns4.p10.dynect.net,4msec,212,0.687450946193539,,,
204.13.250.28,ns2.p28.dynect.net,4msec,212,0.687538152960784,,,
204.13.251.28,ns4.p28.dynect.net,3msec,212,0.687625359728029,,,
204.13.250.10,ns2.p10.dynect.net,5msec,212,0.687712566495274,,,
204.13.251.10,ns4.p10.dynect.net,4msec,212,0.687799773262519,,,
204.13.251.43,ns4.p43.dynect.net,3msec,212,0.687886980029764,,,
204.13.250.43,ns2.p43.dynect.net,4msec,212,0.68797418679701,,,
204.13.251.26,ns4.p26.dynect.net,5msec,212,0.688061393564255,,,
204.13.250.26,ns2.p26.dynect.net,4msec,212,0.6881486003315,,,
204.13.251.24,ns4.p24.dynect.net,6msec,212,0.688235807098745,,,
204.13.250.24,ns2.p24.dynect.net,4msec,212,0.68832301386599,,,
204.13.251.9,ns4.p09.dynect.net,3msec,212,0.688410220633235,,,
204.13.250.9,ns2.p09.dynect.net,4msec,212,0.688497427400481,,,
204.13.250.10,ns2.p10.dynect.net,5msec,212,0.688584634167726,,,
204.13.251.10,ns4.p10.dynect.net,5msec,212,0.688671840934971,,,
204.13.251.30,ns4.p30.dynect.net,4msec,212,0.688759047702216,,,
204.13.250.30,ns2.p30.dynect.net,6msec,212,0.688846254469461,,,
204.13.251.23,ns4.p23.dynect.net,5msec,212,0.688933461236706,,,
204.13.250.23,ns2.p23.dynect.net,4msec,212,0.689020668003952,,,
204.13.250.30,ns2.p30.dynect.net,4msec,212,0.689107874771197,,,
204.13.251.30,ns4.p30.dynect.net,4msec,212,0.689195081538442,,,
204.13.250.31,ns2.p31.dynect.net,4msec,212,0.689282288305687,,,
204.13.251.31,ns4.p31.dynect.net,10msec,212,0.689369495072932,,,
204.13.250.7,ns2.p07.dynect.net,4msec,212,0.689456701840177,,,
204.13.251.7,ns4.p07.dynect.net,4msec,212,0.689543908607423,,,
204.13.251.23,ns4.p23.dynect.net,4msec,212,0.689631115374668,,,
204.13.250.23,ns2.p23.dynect.net,4msec,212,0.689718322141913,,,
204.13.251.27,ns4.p27.dynect.net,5msec,212,0.689805528909158,,,
204.13.250.27,ns2.p27.dynect.net,5msec,212,0.689892735676403,,,
204.13.250.8,ns2.p08.dynect.net,6msec,212,0.689979942443648,,,
204.13.251.8,ns4.p08.dynect.net,4msec,212,0.690067149210894,,,
204.13.250.27,ns2.p27.dynect.net,4msec,212,0.690154355978139,,,
204.13.251.27,ns4.p27.dynect.net,4msec,212,0.690241562745384,,,
204.13.251.10,ns4.p10.dynect.net,4msec,212,0.690328769512629,,,
204.13.250.10,ns2.p10.dynect.net,4msec,212,0.690415976279874,,,
204.13.251.14,ns4.p14.dynect.net,4msec,212,0.690503183047119,,,
204.13.250.14,ns2.p14.dynect.net,4msec,212,0.690590389814364,,,
204.13.251.9,ns4.p09.dynect.net,4msec,212,0.69067759658161,,,
204.13.250.9,ns2.p09.dynect.net,3msec,212,0.690764803348855,,,
204.13.251.29,ns4.p29.dynect.net,4msec,212,0.6908520101161,,,
204.13.250.29,ns2.p29.dynect.net,4msec,212,0.690939216883345,,,
204.13.251.47,ns4.p47.dynect.net,5msec,212,0.69102642365059,,,
204.13.250.47,ns2.p47.dynect.net,4msec,212,0.691113630417835,,,
204.13.250.30,ns2.p30.dynect.net,4msec,212,0.691200837185081,,,
204.13.251.30,ns4.p30.dynect.net,3msec,212,0.691288043952326,,,
204.13.250.10,ns2.p10.dynect.net,4msec,212,0.691375250719571,,,
204.13.251.10,ns4.p10.dynect.net,4msec,212,0.691462457486816,,,
204.13.251.20,ns4.p20.dynect.net,4msec,212,0.691549664254061,,,
204.13.250.20,ns2.p20.dynect.net,4msec,212,0.691636871021306,,,
204.13.250.28,ns2.p28.dynect.net,4msec,212,0.691724077788552,,,
204.13.251.28,ns4.p28.dynect.net,4msec,212,0.691811284555797,,,
204.13.250.10,ns2.p10.dynect.net,4msec,212,0.691898491323042,,,
204.13.251.10,ns4.p10.dynect.net,4msec,212,0.691985698090287,,,
204.13.250.29,ns2.p29.dynect.net,4msec,212,0.692072904857532,,,
204.13.251.29,ns4.p29.dynect.net,4msec,212,0.692160111624777,,,
204.13.251.30,ns4.p30.dynect.net,5msec,212,0.692247318392023,,,
204.13.250.30,ns2.p30.dynect.net,12msec,212,0.692334525159268,,,
204.13.251.6,ns4.p06.dynect.net,4msec,212,0.692421731926513,,,
204.13.250.6,ns2.p06.dynect.net,4msec,212,0.692508938693758,,,
204.13.251.9,ns4.p09.dynect.net,7msec,212,0.692596145461003,,,
204.13.250.9,ns2.p09.dynect.net,5msec,212,0.692683352228248,,,
204.13.251.6,ns4.p06.dynect.net,4msec,212,0.692770558995494,,,
204.13.250.6,ns2.p06.dynect.net,14msec,212,0.692857765762739,,,
204.13.250.16,ns2.p16.dynect.net,4msec,212,0.692944972529984,,,
204.13.251.16,ns4.p16.dynect.net,3msec,212,0.693032179297229,,,
204.13.250.29,ns2.p29.dynect.net,4msec,212,0.693119386064474,,,
204.13.251.29,ns4.p29.dynect.net,4msec,212,0.693206592831719,,,
204.13.250.23,ns2.p23.dynect.net,4msec,212,0.693293799598965,,,
204.13.251.23,ns4.p23.dynect.net,4msec,212,0.69338100636621,,,
204.13.250.2,ns2.p02.dynect.net,4msec,212,0.693468213133455,,,
204.13.251.2,ns4.p02.dynect.net,4msec,212,0.6935554199007,,,
204.13.250.29,ns2.p29.dynect.net,4msec,212,0.693642626667945,,,
204.13.251.29,ns4.p29.dynect.net,5msec,212,0.69372983343519,,,
204.13.250.13,ns2.p13.dynect.net,4msec,212,0.693817040202435,,,
204.13.251.13,ns4.p13.dynect.net,4msec,212,0.693904246969681,,,
204.13.251.14,ns4.p14.dynect.net,5msec,212,0.693991453736926,,,
204.13.250.14,ns2.p14.dynect.net,4msec,212,0.694078660504171,,,
204.13.250.5,ns2.p05.dynect.net,4msec,212,0.694165867271416,,,
204.13.251.5,ns4.p05.dynect.net,4msec,212,0.694253074038661,,,
204.13.250.30,ns2.p30.dynect.net,7msec,212,0.694340280805907,,,
204.13.251.30,ns4.p30.dynect.net,5msec,212,0.694427487573152,,,
204.13.251.1,ns4.p01.dynect.net,4msec,212,0.694514694340397,,,
204.13.250.1,ns2.p01.dynect.net,4msec,212,0.694601901107642,,,
204.13.250.23,ns2.p23.dynect.net,4msec,212,0.694689107874887,,,
204.13.251.23,ns4.p23.dynect.net,4msec,212,0.694776314642132,,,
204.13.251.31,ns4.p31.dynect.net,4msec,212,0.694863521409377,,,
204.13.250.31,ns2.p31.dynect.net,24msec,212,0.694950728176623,,,
204.13.250.14,ns2.p14.dynect.net,5msec,212,0.695037934943868,,,
204.13.251.14,ns4.p14.dynect.net,4msec,212,0.695125141711113,,,
204.13.251.13,ns4.p13.dynect.net,4msec,212,0.695212348478358,,,
204.13.250.13,ns2.p13.dynect.net,4msec,212,0.695299555245603,,,
204.13.251.5,ns4.p05.dynect.net,4msec,212,0.695386762012848,,,
204.13.250.5,ns2.p05.dynect.net,14msec,212,0.695473968780094,,,
204.13.250.31,ns2.p31.dynect.net,5msec,212,0.695561175547339,,,
204.13.251.31,ns4.p31.dynect.net,5msec,212,0.695648382314584,,,
204.13.251.4,ns4.p04.dynect.net,4msec,212,0.695735589081829,,,
204.13.250.4,ns2.p04.dynect.net,4msec,212,0.695822795849074,,,
204.13.250.30,ns2.p30.dynect.net,6msec,212,0.695910002616319,,,
204.13.251.30,ns4.p30.dynect.net,4msec,212,0.695997209383565,,,
204.13.251.29,ns4.p29.dynect.net,4msec,212,0.69608441615081,,,
204.13.250.29,ns2.p29.dynect.net,4msec,212,0.696171622918055,,,
204.13.250.8,ns2.p08.dynect.net,4msec,212,0.6962588296853,,,
204.13.251.8,ns4.p08.dynect.net,7msec,212,0.696346036452545,,,
204.13.250.43,ns2.p43.dynect.net,4msec,212,0.69643324321979,,,
204.13.251.43,ns4.p43.dynect.net,4msec,212,0.696520449987036,,,
204.13.251.27,ns4.p27.dynect.net,4msec,212,0.696607656754281,,,
204.13.250.27,ns2.p27.dynect.net,8msec,212,0.696694863521526,,,
204.13.250.14,ns2.p14.dynect.net,4msec,212,0.696782070288771,,,
204.13.251.14,ns4.p14.dynect.net,4msec,212,0.696869277056016,,,
204.13.250.10,ns2.p10.dynect.net,4msec,212,0.696956483823261,,,
204.13.251.10,ns4.p10.dynect.net,5msec,212,0.697043690590507,,,
204.13.250.13,ns2.p13.dynect.net,4msec,212,0.697130897357752,,,
204.13.251.13,ns4.p13.dynect.net,4msec,212,0.697218104124997,,,
204.13.251.10,ns4.p10.dynect.net,4msec,212,0.697305310892242,,,
204.13.250.10,ns2.p10.dynect.net,4msec,212,0.697392517659487,,,
204.13.250.10,ns2.p10.dynect.net,4msec,212,0.697479724426732,,,
204.13.251.10,ns4.p10.dynect.net,4msec,212,0.697566931193977,,,
204.13.251.9,ns4.p09.dynect.net,4msec,212,0.697654137961223,,,
204.13.250.9,ns2.p09.dynect.net,4msec,212,0.697741344728468,,,
204.13.250.14,ns2.p14.dynect.net,4msec,212,0.697828551495713,,,
204.13.251.14,ns4.p14.dynect.net,3msec,212,0.697915758262958,,,
204.13.251.44,ns4.p44.dynect.net,4msec,212,0.698002965030203,,,
204.13.250.44,ns2.p44.dynect.net,4msec,212,0.698090171797448,,,
204.13.250.12,ns2.p12.dynect.net,4msec,212,0.698177378564694,,,
204.13.251.12,ns4.p12.dynect.net,4msec,212,0.698264585331939,,,
204.13.250.1,ns2.p01.dynect.net,5msec,212,0.698351792099184,,,
204.13.251.1,ns4.p01.dynect.net,4msec,212,0.698438998866429,,,
204.13.251.7,ns4.p07.dynect.net,4msec,212,0.698526205633674,,,
204.13.250.7,ns2.p07.dynect.net,4msec,212,0.698613412400919,,,
204.13.250.5,ns2.p05.dynect.net,5msec,212,0.698700619168165,,,
204.13.251.5,ns4.p05.dynect.net,4msec,212,0.69878782593541,,,
204.13.251.22,ns4.p22.dynect.net,4msec,212,0.698875032702655,,,
204.13.250.22,ns2.p22.dynect.net,4msec,212,0.6989622394699,,,
204.13.251.28,ns4.p28.dynect.net,4msec,212,0.699049446237145,,,
204.13.250.28,ns2.p28.dynect.net,4msec,212,0.69913665300439,,,
204.13.251.28,ns4.p28.dynect.net,5msec,212,0.699223859771636,,,
204.13.250.28,ns2.p28.dynect.net,3msec,212,0.699311066538881,,,
90.191.225.242,ns3.zonedata.net,230msec,212,0.699398273306126,,,
204.13.250.10,ns2.p10.dynect.net,4msec,212,0.699485480073371,,,
204.13.251.10,ns4.p10.dynect.net,4msec,212,0.699572686840616,,,
204.13.250.50,ns2.p50.dynect.net,14msec,212,0.699659893607861,,,
204.13.251.50,ns4.p50.dynect.net,6msec,212,0.699747100375107,,,
204.13.250.26,ns2.p26.dynect.net,4msec,212,0.699834307142352,,,
204.13.251.26,ns4.p26.dynect.net,3msec,212,0.699921513909597,,,
204.13.251.13,ns4.p13.dynect.net,4msec,212,0.700008720676842,,,
204.13.250.13,ns2.p13.dynect.net,4msec,212,0.700095927444087,,,
204.13.250.7,ns2.p07.dynect.net,4msec,212,0.700183134211332,,,
204.13.251.7,ns4.p07.dynect.net,6msec,212,0.700270340978578,,,
204.13.251.31,ns4.p31.dynect.net,6msec,212,0.700357547745823,,,
204.13.250.31,ns2.p31.dynect.net,4msec,212,0.700444754513068,,,
88.208.5.2,ns1.topdns.me,179msec,213,0.700531961280313,,,
46.229.175.55,ns3.topdns.me,250msec,213,0.700619168047558,,,
88.208.36.16,ns2.topdns.me,186msec,213,0.700706374814803,,,
46.229.175.55,ns3.topdns.me,355msec,213,0.700793581582049,,,
88.208.36.16,ns2.topdns.me,227msec,213,0.700880788349294,,,
88.208.5.2,ns1.topdns.me,249msec,213,0.700967995116539,,,
88.208.36.16,ns2.topdns.me,254msec,213,0.701055201883784,,,
88.208.5.2,ns1.topdns.me,243msec,213,0.701142408651029,,,
46.229.175.55,ns3.topdns.me,355msec,213,0.701229615418274,,,
88.208.5.2,ns1.topdns.me,257msec,213,0.70131682218552,,,
46.229.175.55,ns3.topdns.me,347msec,213,0.701404028952765,,,
88.208.36.16,ns2.topdns.me,176msec,213,0.70149123572001,,,
204.13.250.139,ns2.p139.dynect.net,4msec,213,0.701578442487255,,,
204.13.251.139,ns4.p139.dynect.net,4msec,213,0.7016656492545,,,
88.208.5.2,ns1.topdns.me,254msec,213,0.701752856021745,,,
46.229.175.55,ns3.topdns.me,346msec,213,0.70184006278899,,,
88.208.36.16,ns2.topdns.me,232msec,213,0.701927269556236,,,
103.83.123.78,nic3.opera.com,4msec,214,0.702014476323481,,,
185.26.183.160,nic1.opera.com,168msec,214,0.702101683090726,,,
37.228.109.145,nic2.opera.no,235msec,214,0.702188889857971,,,
107.167.127.230,nic4.opera.com,194msec,214,0.702276096625216,,,
ns3.dnsv4.com.,paopaoche.net,164msec,214,0.702363303392461,,,
208.80.125.4,ns4.bodybuilding.com,35msec,215,0.702450510159707,,,
207.218.223.162,ns2.theplanet.com,154msec,215,0.702537716926952,,,
207.218.247.135,ns1.theplanet.com,218msec,215,0.702624923694197,,,
207.218.223.162,ns2.theplanet.com,166msec,215,0.702712130461442,,,
207.218.247.135,ns1.theplanet.com,182msec,215,0.702799337228687,,,
209.112.114.33,dns1.cscdns.net,73msec,216,0.702886543995932,,,
69.36.145.33,dns2.cscdns.net,42msec,216,0.702973750763178,,,
209.112.114.33,dns1.cscdns.net,69msec,216,0.703060957530423,,,
69.36.145.33,dns2.cscdns.net,42msec,216,0.703148164297668,,,
209.112.114.33,dns1.cscdns.net,71msec,216,0.703235371064913,,,
69.36.145.33,dns2.cscdns.net,40msec,216,0.703322577832158,,,
209.112.114.33,dns1.cscdns.net,73msec,216,0.703409784599403,,,
69.36.145.33,dns2.cscdns.net,43msec,216,0.703496991366649,,,
204.13.250.133,ns2.p133.dynect.org,4msec,216,0.703584198133894,,,
204.13.251.133,ns4.p133.dynect.biz,4msec,216,0.703671404901139,,,
209.112.114.33,dns1.cscdns.net,71msec,216,0.703758611668384,,,
69.36.145.33,dns2.cscdns.net,42msec,216,0.703845818435629,,,
dns1.wscdns.org.,wscdns.com,5msec,218,0.703933025202874,,,
209.112.113.33,spdns3.cscdns.net,79msec,218,0.70402023197012,,,
118.143.67.6,ns2.globalsources.com,41msec,219,0.704107438737365,,,
217.148.71.150,ns2.lacaixa.com,336msec,221,0.70419464550461,,,
157.25.5.2,ns1.ikp.pl,275msec,221,0.704281852271855,,,
149.202.172.136,ns1.uvix10.com,260msec,221,0.7043690590391,,,
185.30.176.202,ns3.mail.ru,344msec,222,0.704456265806345,,,
217.69.139.112,ns1.mail.ru,246msec,222,0.70454347257359,,,
217.69.139.112,ns1.mail.ru,252msec,222,0.704630679340836,,,
94.100.180.138,ns2.mail.ru,235msec,222,0.704717886108081,,,
156.154.67.55,ns04.zazzle.net,254msec,223,0.704805092875326,,,
156.154.64.55,ns01.zazzle.net,5msec,223,0.704892299642571,,,
156.154.65.55,ns02.zazzle.net,4msec,223,0.704979506409816,,,
165.21.100.11,dnssec2.singnet.com.sg,5msec,224,0.705066713177061,,,
72.163.5.201,ns1.cisco.com,260msec,224,0.705153919944307,,,
133.130.107.205,NS3.TENTEN.VN,76msec,224,0.705241126711552,,,
103.18.7.202,NS2.TENTEN.VN,77msec,224,0.705328333478797,,,
103.18.7.201,NS1.TENTEN.VN,78msec,224,0.705415540246042,,,
193.113.32.156,DYDNS0.bt.com,254msec,224,0.705502747013287,,,
193.113.57.243,EDDNS1.bt.com,246msec,224,0.705589953780532,,,
193.113.57.242,EDDNS0.bt.com,223msec,224,0.705677160547778,,,
128.253.180.35,bigred.cit.cornell.edu,262msec,224,0.705764367315023,,,
192.35.82.53,dns.cit.cornell.edu,239msec,224,0.705851574082268,,,
212.34.166.20,dns3.odn.de,257msec,224,0.705938780849513,,,
132.236.56.252,cudns.cit.cornell.edu,240msec,224,0.706025987616758,,,
192.35.82.53,dns.cit.cornell.edu,273msec,224,0.706113194384003,,,
157.7.32.35,03.dnsv.jp,77msec,224,0.706200401151249,,,
157.7.33.35,04.dnsv.jp,76msec,224,0.706287607918494,,,
194.177.4.133,ns4.of.pl,357msec,226,0.706374814685739,,,
51.77.58.125,ns2.of.pl,335msec,226,0.706462021452984,,,
95.85.58.189,ns3.of.pl,219msec,226,0.706549228220229,,,
194.177.4.2,ns1.of.pl,320msec,226,0.706636434987474,,,
204.13.250.24,NS2.P24.DYNECT.net,6msec,227,0.70672364175472,,,
204.13.251.24,NS4.P24.DYNECT.net,4msec,227,0.706810848521965,,,
178.248.237.118,ns1.ihc.ru,204msec,227,0.70689805528921,,,
178.248.237.118,ns1.ihc.ru,207msec,227,0.706985262056455,,,
178.248.237.118,ns1.ihc.ru,205msec,227,0.7070724688237,,,
202.108.22.220,ns1.baidu.com,417msec,228,0.707159675590945,,,
204.152.200.170,ns2.utorrent.com,255msec,228,0.707246882358191,,,
216.45.48.250,ns1.utorrent.com,245msec,228,0.707334089125436,,,
204.152.200.186,ns3.utorrent.com,258msec,228,0.707421295892681,,,
203.92.211.200,ns.globalsources.com,44msec,228,0.707508502659926,,,
202.108.22.220,ns1.baidu.com,254msec,228,0.707595709427171,,,
14.215.155.156,f1g1ns1.dnspod.net,276msec,229,0.707682916194416,,,
14.215.155.170,f1g1ns1.dnspod.net,260msec,229,0.707770122961662,,,
14.215.150.17,f1g1ns1.dnspod.net,254msec,229,0.707857329728907,,,
111.161.57.77,f1g1ns1.dnspod.net,343msec,229,0.707944536496152,,,
14.215.155.203,f1g1ns2.dnspod.net,251msec,229,0.708031743263397,,,
58.247.212.48,f1g1ns2.dnspod.net,450msec,229,0.708118950030642,,,
58.247.212.119,f1g1ns2.dnspod.net,353msec,229,0.708206156797887,,,
111.161.57.81,f1g1ns2.dnspod.net,387msec,229,0.708293363565133,,,
14.215.155.203,f1g1ns2.dnspod.net,278msec,229,0.708380570332378,,,
58.247.212.48,f1g1ns2.dnspod.net,375msec,229,0.708467777099623,,,
58.247.212.119,f1g1ns2.dnspod.net,376msec,229,0.708554983866868,,,
111.161.57.81,f1g1ns2.dnspod.net,319msec,229,0.708642190634113,,,
14.215.155.156,f1g1ns1.dnspod.net,221msec,229,0.708729397401358,,,
14.215.155.170,f1g1ns1.dnspod.net,257msec,229,0.708816604168603,,,
14.215.150.17,f1g1ns1.dnspod.net,230msec,229,0.708903810935849,,,
111.161.57.77,f1g1ns1.dnspod.net,418msec,229,0.708991017703094,,,
14.215.155.156,f1g1ns1.dnspod.net,177msec,229,0.709078224470339,,,
14.215.155.170,f1g1ns1.dnspod.net,135msec,229,0.709165431237584,,,
14.215.150.17,f1g1ns1.dnspod.net,237msec,229,0.709252638004829,,,
111.161.57.77,f1g1ns1.dnspod.net,318msec,229,0.709339844772074,,,
14.215.155.203,f1g1ns2.dnspod.net,130msec,229,0.70942705153932,,,
58.247.212.48,f1g1ns2.dnspod.net,368msec,229,0.709514258306565,,,
58.247.212.119,f1g1ns2.dnspod.net,465msec,229,0.70960146507381,,,
111.161.57.81,f1g1ns2.dnspod.net,310msec,229,0.709688671841055,,,
111.161.57.77,f1g1ns1.dnspod.net,366msec,229,0.7097758786083,,,
14.215.155.156,f1g1ns1.dnspod.net,235msec,229,0.709863085375545,,,
14.215.155.170,f1g1ns1.dnspod.net,219msec,229,0.709950292142791,,,
14.215.150.17,f1g1ns1.dnspod.net,220msec,229,0.710037498910036,,,
111.161.57.81,f1g1ns2.dnspod.net,320msec,229,0.710124705677281,,,
14.215.155.203,f1g1ns2.dnspod.net,221msec,229,0.710211912444526,,,
58.247.212.48,f1g1ns2.dnspod.net,330msec,229,0.710299119211771,,,
58.247.212.119,f1g1ns2.dnspod.net,442msec,229,0.710386325979016,,,
14.215.155.156,f1g1ns1.dnspod.net,167msec,229,0.710473532746262,,,
14.215.155.170,f1g1ns1.dnspod.net,136msec,229,0.710560739513507,,,
14.215.150.17,f1g1ns1.dnspod.net,145msec,229,0.710647946280752,,,
111.161.57.77,f1g1ns1.dnspod.net,323msec,229,0.710735153047997,,,
58.247.212.48,f1g1ns2.dnspod.net,306msec,229,0.710822359815242,,,
58.247.212.119,f1g1ns2.dnspod.net,325msec,229,0.710909566582487,,,
111.161.57.81,f1g1ns2.dnspod.net,320msec,229,0.710996773349733,,,
14.215.155.203,f1g1ns2.dnspod.net,180msec,229,0.711083980116978,,,
58.247.212.48,f1g1ns2.dnspod.net,282msec,229,0.711171186884223,,,
58.247.212.119,f1g1ns2.dnspod.net,294msec,229,0.711258393651468,,,
111.161.57.81,f1g1ns2.dnspod.net,262msec,229,0.711345600418713,,,
14.215.155.156,f1g1ns1.dnspod.net,203msec,229,0.711432807185958,,,
14.215.155.170,f1g1ns1.dnspod.net,248msec,229,0.711520013953203,,,
14.215.150.17,f1g1ns1.dnspod.net,185msec,229,0.711607220720449,,,
111.161.57.77,f1g1ns1.dnspod.net,216msec,229,0.711694427487694,,,
14.215.155.156,f1g1ns1.dnspod.net,148msec,229,0.711781634254939,,,
14.215.155.170,f1g1ns1.dnspod.net,220msec,229,0.711868841022184,,,
