IP,NAMESERVER,Query time,Msg size,Actual Frequency [%],Max msg size,min msg size,avg msg size
173.245.58.148,zara.ns.cloudflare.com,4msec,72,0.289352053719371,,,
173.245.59.120,ivan.ns.cloudflare.com,4msec,72,0.289439260486616,,,
173.245.59.105,brad.ns.cloudflare.com,4msec,72,0.289526467253862,,,
173.245.58.224,tani.ns.cloudflare.com,6msec,72,0.289613674021107,,,
173.245.59.249,zeus.ns.cloudflare.com,4msec,72,0.289700880788352,,,
173.245.59.139,rick.ns.cloudflare.com,5msec,72,0.289788087555597,,,
173.245.59.120,ivan.ns.cloudflare.com,4msec,72,0.289875294322842,,,
173.245.59.62,amir.ns.cloudflare.com,4msec,72,0.289962501090087,,,
173.245.59.101,andy.ns.cloudflare.com,5msec,72,0.290049707857333,,,
173.245.58.108,dora.ns.cloudflare.com,5msec,72,0.290136914624578,,,
173.245.58.140,rita.ns.cloudflare.com,5msec,72,0.290224121391823,,,
173.245.58.116,gail.ns.cloudflare.com,4msec,72,0.290311328159068,,,
173.245.59.134,norm.ns.cloudflare.com,4msec,72,0.290398534926313,,,
173.245.58.228,rosa.ns.cloudflare.com,4msec,72,0.290485741693558,,,
173.245.59.148,walt.ns.cloudflare.com,4msec,72,0.290572948460804,,,
173.245.58.222,sima.ns.cloudflare.com,6msec,72,0.290660155228049,,,
173.245.58.103,beth.ns.cloudflare.com,4msec,72,0.290747361995294,,,
173.245.59.133,noah.ns.cloudflare.com,4msec,72,0.290834568762539,,,
173.245.59.119,igor.ns.cloudflare.com,6msec,72,0.290921775529784,,,
173.245.59.109,dave.ns.cloudflare.com,4msec,72,0.291008982297029,,,
173.245.58.111,elsa.ns.cloudflare.com,5msec,72,0.291096189064275,,,
173.245.58.160,gwen.ns.cloudflare.com,4msec,72,0.29118339583152,,,
173.245.59.185,john.ns.cloudflare.com,4msec,72,0.291270602598765,,,
173.245.59.71,bart.ns.cloudflare.com,5msec,72,0.29135780936601,,,
173.245.59.114,gabe.ns.cloudflare.com,5msec,72,0.291445016133255,,,
173.245.59.114,gabe.ns.cloudflare.com,5msec,72,0.2915322229005,,,
173.245.58.217,reza.ns.cloudflare.com,5msec,72,0.291619429667745,,,
173.245.59.105,brad.ns.cloudflare.com,4msec,72,0.291706636434991,,,
173.245.58.156,etta.ns.cloudflare.com,4msec,72,0.291793843202236,,,
173.245.58.141,rose.ns.cloudflare.com,4msec,72,0.291881049969481,,,
173.245.59.139,rick.ns.cloudflare.com,4msec,72,0.291968256736726,,,
173.245.59.116,hank.ns.cloudflare.com,4msec,72,0.292055463503971,,,
173.245.59.98,darl.ns.cloudflare.com,4msec,72,0.292142670271216,,,
173.245.59.114,gabe.ns.cloudflare.com,4msec,72,0.292229877038462,,,
173.245.58.230,tina.ns.cloudflare.com,4msec,72,0.292317083805707,,,
173.245.58.97,diva.ns.cloudflare.com,4msec,72,0.292404290572952,,,
173.245.59.183,jobs.ns.cloudflare.com,4msec,72,0.292491497340197,,,
173.245.59.193,kurt.ns.cloudflare.com,5msec,72,0.292578704107442,,,
173.245.59.100,alex.ns.cloudflare.com,6msec,72,0.292665910874687,,,
173.245.58.137,olga.ns.cloudflare.com,4msec,72,0.292753117641933,,,
173.245.58.228,rosa.ns.cloudflare.com,6msec,72,0.292840324409178,,,
173.245.58.177,kami.ns.cloudflare.com,3msec,72,0.292927531176423,,,
173.245.58.243,zita.ns.cloudflare.com,5msec,72,0.293014737943668,,,
173.245.58.55,adel.ns.cloudflare.com,4msec,72,0.293101944710913,,,
173.245.59.122,jake.ns.cloudflare.com,5msec,72,0.293189151478158,,,
173.245.59.59,alec.ns.cloudflare.com,3msec,72,0.293276358245404,,,
173.245.58.158,gene.ns.cloudflare.com,5msec,72,0.293363565012649,,,
173.245.58.105,dana.ns.cloudflare.com,4msec,72,0.293450771779894,,,
173.245.59.216,noel.ns.cloudflare.com,5msec,72,0.293537978547139,,,
173.245.58.213,nora.ns.cloudflare.com,4msec,72,0.293625185314384,,,
173.245.58.84,chin.ns.cloudflare.com,5msec,72,0.293712392081629,,,
173.245.58.144,sara.ns.cloudflare.com,4msec,72,0.293799598848875,,,
173.245.59.213,nick.ns.cloudflare.com,5msec,72,0.29388680561612,,,
173.245.58.227,tess.ns.cloudflare.com,4msec,72,0.293974012383365,,,
173.245.59.148,walt.ns.cloudflare.com,4msec,72,0.29406121915061,,,
173.245.59.124,jeff.ns.cloudflare.com,5msec,72,0.294148425917855,,,
173.245.58.119,isla.ns.cloudflare.com,3msec,72,0.2942356326851,,,
173.245.58.109,edna.ns.cloudflare.com,5msec,72,0.294322839452346,,,
173.245.58.213,nora.ns.cloudflare.com,6msec,72,0.294410046219591,,,
173.245.59.137,phil.ns.cloudflare.com,4msec,72,0.294497252986836,,,
173.245.59.114,gabe.ns.cloudflare.com,4msec,72,0.294584459754081,,,
173.245.58.128,lara.ns.cloudflare.com,4msec,72,0.294671666521326,,,
173.245.58.100,abby.ns.cloudflare.com,6msec,72,0.294758873288571,,,
173.245.59.115,greg.ns.cloudflare.com,4msec,72,0.294846080055816,,,
173.245.58.177,kami.ns.cloudflare.com,5msec,72,0.294933286823062,,,
173.245.58.212,nola.ns.cloudflare.com,4msec,72,0.295020493590307,,,
173.245.58.156,etta.ns.cloudflare.com,5msec,72,0.295107700357552,,,
173.245.59.226,roan.ns.cloudflare.com,3msec,72,0.295194907124797,,,
173.245.59.142,seth.ns.cloudflare.com,5msec,72,0.295282113892042,,,
173.245.58.140,rita.ns.cloudflare.com,4msec,72,0.295369320659287,,,
173.245.59.144,theo.ns.cloudflare.com,9msec,72,0.295456527426533,,,
173.245.59.121,jack.ns.cloudflare.com,5msec,72,0.295543734193778,,,
173.245.58.143,ruth.ns.cloudflare.com,9msec,72,0.295630940961023,,,
173.245.58.117,gina.ns.cloudflare.com,4msec,72,0.295718147728268,,,
173.245.59.133,noah.ns.cloudflare.com,4msec,72,0.295805354495513,,,
173.245.58.222,sima.ns.cloudflare.com,5msec,72,0.295892561262758,,,
173.245.58.121,jean.ns.cloudflare.com,5msec,72,0.295979768030004,,,
173.245.58.95,demi.ns.cloudflare.com,4msec,72,0.296066974797249,,,
173.245.59.249,zeus.ns.cloudflare.com,4msec,72,0.296154181564494,,,
173.245.59.116,hank.ns.cloudflare.com,5msec,72,0.296241388331739,,,
173.245.58.127,lady.ns.cloudflare.com,5msec,72,0.296328595098984,,,
173.245.59.71,bart.ns.cloudflare.com,4msec,72,0.296415801866229,,,
173.245.59.82,chad.ns.cloudflare.com,4msec,72,0.296503008633475,,,
173.245.58.121,jean.ns.cloudflare.com,4msec,72,0.29659021540072,,,
173.245.59.121,jack.ns.cloudflare.com,5msec,72,0.296677422167965,,,
173.245.59.160,drew.ns.cloudflare.com,4msec,72,0.29676462893521,,,
173.245.58.225,tara.ns.cloudflare.com,7msec,72,0.296851835702455,,,
173.245.58.104,coco.ns.cloudflare.com,5msec,72,0.2969390424697,,,
173.245.58.104,coco.ns.cloudflare.com,4msec,72,0.297026249236946,,,
173.245.59.112,eric.ns.cloudflare.com,4msec,72,0.297113456004191,,,
173.245.59.149,will.ns.cloudflare.com,4msec,72,0.297200662771436,,,
173.245.59.201,lynn.ns.cloudflare.com,7msec,72,0.297287869538681,,,
173.245.58.131,lisa.ns.cloudflare.com,4msec,72,0.297375076305926,,,
173.245.59.131,matt.ns.cloudflare.com,4msec,72,0.297462283073171,,,
173.245.58.140,rita.ns.cloudflare.com,4msec,72,0.297549489840417,,,
173.245.59.139,rick.ns.cloudflare.com,4msec,72,0.297636696607662,,,
173.245.58.143,ruth.ns.cloudflare.com,4msec,72,0.297723903374907,,,
173.245.58.91,dara.ns.cloudflare.com,4msec,72,0.297811110142152,,,
173.245.59.160,drew.ns.cloudflare.com,4msec,72,0.297898316909397,,,
173.245.59.92,coby.ns.cloudflare.com,4msec,72,0.297985523676642,,,
173.245.59.112,eric.ns.cloudflare.com,6msec,72,0.298072730443888,,,
173.245.58.118,iris.ns.cloudflare.com,4msec,72,0.298159937211133,,,
173.245.59.84,chip.ns.cloudflare.com,5msec,72,0.298247143978378,,,
173.245.58.143,ruth.ns.cloudflare.com,4msec,72,0.298334350745623,,,
173.245.58.95,demi.ns.cloudflare.com,5msec,72,0.298421557512868,,,
173.245.59.214,nile.ns.cloudflare.com,6msec,72,0.298508764280113,,,
173.245.58.88,cruz.ns.cloudflare.com,4msec,72,0.298595971047359,,,
173.245.59.94,curt.ns.cloudflare.com,4msec,72,0.298683177814604,,,
173.245.58.143,ruth.ns.cloudflare.com,5msec,72,0.298770384581849,,,
173.245.59.65,anuj.ns.cloudflare.com,9msec,72,0.298857591349094,,,
173.245.59.184,joel.ns.cloudflare.com,4msec,72,0.298944798116339,,,
173.245.58.86,cloe.ns.cloudflare.com,4msec,72,0.299032004883584,,,
173.245.59.110,duke.ns.cloudflare.com,4msec,72,0.299119211650829,,,
173.245.59.65,anuj.ns.cloudflare.com,4msec,72,0.299206418418075,,,
173.245.58.187,lina.ns.cloudflare.com,5msec,72,0.29929362518532,,,
173.245.58.94,dell.ns.cloudflare.com,5msec,72,0.299380831952565,,,
173.245.58.228,rosa.ns.cloudflare.com,4msec,72,0.29946803871981,,,
173.245.59.126,josh.ns.cloudflare.com,5msec,72,0.299555245487055,,,
173.245.58.134,mary.ns.cloudflare.com,4msec,72,0.2996424522543,,,
173.245.58.62,alla.ns.cloudflare.com,4msec,72,0.299729659021546,,,
173.245.59.133,noah.ns.cloudflare.com,5msec,72,0.299816865788791,,,
173.245.59.62,amir.ns.cloudflare.com,5msec,72,0.299904072556036,,,
173.245.58.228,rosa.ns.cloudflare.com,4msec,72,0.299991279323281,,,
173.245.58.117,gina.ns.cloudflare.com,4msec,72,0.300078486090526,,,
173.245.59.120,ivan.ns.cloudflare.com,5msec,72,0.300165692857771,,,
173.245.58.160,gwen.ns.cloudflare.com,4msec,72,0.300252899625017,,,
173.245.59.185,john.ns.cloudflare.com,5msec,72,0.300340106392262,,,
173.245.58.108,dora.ns.cloudflare.com,4msec,72,0.300427313159507,,,
173.245.59.135,paul.ns.cloudflare.com,5msec,72,0.300514519926752,,,
173.245.58.123,kara.ns.cloudflare.com,4msec,72,0.300601726693997,,,
173.245.58.123,kara.ns.cloudflare.com,3msec,72,0.300688933461242,,,
173.245.58.130,lily.ns.cloudflare.com,119msec,72,0.300776140228488,,,
173.245.59.142,seth.ns.cloudflare.com,101msec,72,0.300863346995733,,,
173.245.59.84,chip.ns.cloudflare.com,5msec,72,0.300950553762978,,,
173.245.58.110,elle.ns.cloudflare.com,4msec,72,0.301037760530223,,,
173.245.58.106,dawn.ns.cloudflare.com,4msec,72,0.301124967297468,,,
173.245.59.193,kurt.ns.cloudflare.com,4msec,72,0.301212174064713,,,
173.245.58.154,elma.ns.cloudflare.com,5msec,72,0.301299380831959,,,
173.245.59.136,pete.ns.cloudflare.com,4msec,72,0.301386587599204,,,
173.245.59.211,neil.ns.cloudflare.com,4msec,72,0.301473794366449,,,
173.245.59.130,mark.ns.cloudflare.com,4msec,72,0.301561001133694,,,
173.245.59.121,jack.ns.cloudflare.com,114msec,72,0.301648207900939,,,
173.245.58.132,lola.ns.cloudflare.com,86msec,72,0.301735414668184,,,
173.245.59.185,john.ns.cloudflare.com,5msec,72,0.301822621435429,,,
173.245.58.131,lisa.ns.cloudflare.com,5msec,72,0.301909828202675,,,
173.245.58.103,beth.ns.cloudflare.com,4msec,72,0.30199703496992,,,
173.245.59.165,evan.ns.cloudflare.com,4msec,72,0.302084241737165,,,
173.245.59.243,vern.ns.cloudflare.com,4msec,72,0.30217144850441,,,
173.245.58.102,anna.ns.cloudflare.com,4msec,72,0.302258655271655,,,
173.245.59.119,igor.ns.cloudflare.com,5msec,72,0.3023458620389,,,
173.245.59.88,clay.ns.cloudflare.com,4msec,72,0.302433068806146,,,
173.245.59.114,gabe.ns.cloudflare.com,5msec,72,0.302520275573391,,,
173.245.58.180,kiki.ns.cloudflare.com,4msec,72,0.302607482340636,,,
173.245.58.103,beth.ns.cloudflare.com,4msec,72,0.302694689107881,,,
173.245.59.195,lars.ns.cloudflare.com,5msec,72,0.302781895875126,,,
173.245.59.126,josh.ns.cloudflare.com,4msec,72,0.302869102642371,,,
173.245.58.143,ruth.ns.cloudflare.com,7msec,72,0.302956309409617,,,
173.245.59.126,josh.ns.cloudflare.com,4msec,72,0.303043516176862,,,
173.245.58.177,kami.ns.cloudflare.com,4msec,72,0.303130722944107,,,
173.245.59.120,ivan.ns.cloudflare.com,5msec,72,0.303217929711352,,,
173.245.58.133,lucy.ns.cloudflare.com,4msec,72,0.303305136478597,,,
173.245.59.183,jobs.ns.cloudflare.com,5msec,72,0.303392343245842,,,
173.245.59.175,hans.ns.cloudflare.com,5msec,72,0.303479550013088,,,
173.245.58.124,kate.ns.cloudflare.com,7msec,72,0.303566756780333,,,
173.245.58.132,lola.ns.cloudflare.com,4msec,72,0.303653963547578,,,
173.245.59.149,will.ns.cloudflare.com,4msec,72,0.303741170314823,,,
173.245.58.116,gail.ns.cloudflare.com,4msec,72,0.303828377082068,,,
173.245.58.111,elsa.ns.cloudflare.com,5msec,72,0.303915583849313,,,
173.245.59.136,pete.ns.cloudflare.com,4msec,72,0.304002790616559,,,
173.245.58.108,dora.ns.cloudflare.com,4msec,72,0.304089997383804,,,
173.245.59.247,west.ns.cloudflare.com,4msec,72,0.304177204151049,,,
173.245.59.71,bart.ns.cloudflare.com,5msec,72,0.304264410918294,,,
173.245.59.82,chad.ns.cloudflare.com,5msec,72,0.304351617685539,,,
173.245.59.92,coby.ns.cloudflare.com,4msec,72,0.304438824452784,,,
173.245.58.121,jean.ns.cloudflare.com,5msec,72,0.30452603122003,,,
173.245.58.128,lara.ns.cloudflare.com,3msec,72,0.304613237987275,,,
173.245.59.134,norm.ns.cloudflare.com,5msec,72,0.30470044475452,,,
173.245.59.149,will.ns.cloudflare.com,4msec,72,0.304787651521765,,,
173.245.59.82,chad.ns.cloudflare.com,5msec,72,0.30487485828901,,,
173.245.58.109,edna.ns.cloudflare.com,4msec,72,0.304962065056255,,,
173.245.58.124,kate.ns.cloudflare.com,5msec,72,0.305049271823501,,,
173.245.58.96,desi.ns.cloudflare.com,5msec,72,0.305136478590746,,,
173.245.59.106,carl.ns.cloudflare.com,4msec,72,0.305223685357991,,,
173.245.59.233,skip.ns.cloudflare.com,5msec,72,0.305310892125236,,,
173.245.59.92,coby.ns.cloudflare.com,4msec,72,0.305398098892481,,,
173.245.58.212,nola.ns.cloudflare.com,5msec,72,0.305485305659726,,,
173.245.59.193,kurt.ns.cloudflare.com,5msec,72,0.305572512426972,,,
173.245.59.89,cleo.ns.cloudflare.com,7msec,72,0.305659719194217,,,
173.245.58.184,leia.ns.cloudflare.com,4msec,72,0.305746925961462,,,
173.245.58.104,coco.ns.cloudflare.com,6msec,72,0.305834132728707,,,
173.245.58.131,lisa.ns.cloudflare.com,5msec,72,0.305921339495952,,,
173.245.58.69,aron.ns.cloudflare.com,4msec,72,0.306008546263197,,,
173.245.58.182,lana.ns.cloudflare.com,3msec,72,0.306095753030442,,,
173.245.59.214,nile.ns.cloudflare.com,5msec,72,0.306182959797688,,,
173.245.58.102,anna.ns.cloudflare.com,4msec,72,0.306270166564933,,,
173.245.59.126,josh.ns.cloudflare.com,6msec,72,0.306357373332178,,,
173.245.59.107,cody.ns.cloudflare.com,6msec,72,0.306444580099423,,,
173.245.58.148,zara.ns.cloudflare.com,4msec,72,0.306531786866668,,,
173.245.59.175,hans.ns.cloudflare.com,5msec,72,0.306618993633913,,,
173.245.58.143,ruth.ns.cloudflare.com,7msec,72,0.306706200401159,,,
173.245.59.190,karl.ns.cloudflare.com,4msec,72,0.306793407168404,,,
173.245.58.182,lana.ns.cloudflare.com,4msec,72,0.306880613935649,,,
173.245.59.200,luke.ns.cloudflare.com,4msec,72,0.306967820702894,,,
173.245.58.224,tani.ns.cloudflare.com,4msec,72,0.307055027470139,,,
173.245.58.116,gail.ns.cloudflare.com,5msec,72,0.307142234237384,,,
173.245.59.160,drew.ns.cloudflare.com,4msec,72,0.30722944100463,,,
173.245.58.225,tara.ns.cloudflare.com,4msec,72,0.307316647771875,,,
173.245.58.84,chin.ns.cloudflare.com,5msec,72,0.30740385453912,,,
173.245.59.117,hugh.ns.cloudflare.com,5msec,72,0.307491061306365,,,
173.245.58.124,kate.ns.cloudflare.com,5msec,72,0.30757826807361,,,
173.245.59.211,neil.ns.cloudflare.com,4msec,72,0.307665474840855,,,
173.245.58.206,mona.ns.cloudflare.com,4msec,72,0.307752681608101,,,
173.245.59.214,nile.ns.cloudflare.com,4msec,72,0.307839888375346,,,
173.245.58.147,vera.ns.cloudflare.com,6msec,72,0.307927095142591,,,
173.245.58.103,beth.ns.cloudflare.com,6msec,72,0.308014301909836,,,
173.245.59.131,matt.ns.cloudflare.com,4msec,72,0.308101508677081,,,
173.245.59.139,rick.ns.cloudflare.com,6msec,72,0.308188715444326,,,
173.245.58.132,lola.ns.cloudflare.com,4msec,72,0.308275922211572,,,
173.245.59.148,walt.ns.cloudflare.com,5msec,72,0.308363128978817,,,
173.245.59.89,cleo.ns.cloudflare.com,5msec,72,0.308450335746062,,,
173.245.58.142,roxy.ns.cloudflare.com,5msec,72,0.308537542513307,,,
173.245.59.62,amir.ns.cloudflare.com,4msec,72,0.308624749280552,,,
173.245.58.121,jean.ns.cloudflare.com,4msec,72,0.308711956047797,,,
173.245.59.74,bill.ns.cloudflare.com,4msec,72,0.308799162815043,,,
173.245.59.161,earl.ns.cloudflare.com,4msec,72,0.308886369582288,,,
173.245.59.113,fred.ns.cloudflare.com,5msec,72,0.308973576349533,,,
173.245.59.116,hank.ns.cloudflare.com,4msec,72,0.309060783116778,,,
173.245.58.127,lady.ns.cloudflare.com,6msec,72,0.309147989884023,,,
173.245.58.163,hope.ns.cloudflare.com,5msec,72,0.309235196651268,,,
173.245.59.183,jobs.ns.cloudflare.com,4msec,72,0.309322403418513,,,
173.245.59.95,dale.ns.cloudflare.com,4msec,72,0.309409610185759,,,
173.245.58.186,lila.ns.cloudflare.com,5msec,72,0.309496816953004,,,
173.245.58.61,alina.ns.cloudflare.com,5msec,73,0.309584023720249,,,
173.245.58.159,grace.ns.cloudflare.com,5msec,73,0.309671230487494,,,
173.245.59.206,micah.ns.cloudflare.com,5msec,73,0.309758437254739,,,
173.245.59.186,jonah.ns.cloudflare.com,5msec,73,0.309845644021984,,,
173.245.58.239,wally.ns.cloudflare.com,4msec,73,0.30993285078923,,,
173.245.58.60,alice.ns.cloudflare.com,4msec,73,0.310020057556475,,,
173.245.58.223,sofia.ns.cloudflare.com,4msec,73,0.31010726432372,,,
173.245.58.223,sofia.ns.cloudflare.com,4msec,73,0.310194471090965,,,
173.245.58.226,tegan.ns.cloudflare.com,4msec,73,0.31028167785821,,,
173.245.59.207,miles.ns.cloudflare.com,5msec,73,0.310368884625455,,,
173.245.59.189,kanye.ns.cloudflare.com,5msec,73,0.310456091392701,,,
173.245.59.202,marek.ns.cloudflare.com,4msec,73,0.310543298159946,,,
173.245.59.86,chuck.ns.cloudflare.com,5msec,73,0.310630504927191,,,
173.245.58.157,fiona.ns.cloudflare.com,4msec,73,0.310717711694436,,,
173.245.59.90,clint.ns.cloudflare.com,4msec,73,0.310804918461681,,,
173.245.59.152,david.ns.cloudflare.com,4msec,73,0.310892125228926,,,
46.242.149.20,dns2.home.pl,309msec,73,0.310979331996172,,,
46.242.149.21,dns2.home.pl,312msec,73,0.311066538763417,,,
46.242.149.31,dns3.home.pl,277msec,73,0.311153745530662,,,
46.242.149.30,dns3.home.pl,307msec,73,0.311240952297907,,,
173.245.59.55,aiden.ns.cloudflare.com,41msec,73,0.311328159065152,,,
173.245.58.195,meera.ns.cloudflare.com,4msec,73,0.311415365832397,,,
173.245.58.75,betty.ns.cloudflare.com,4msec,73,0.311502572599643,,,
173.245.58.169,janet.ns.cloudflare.com,5msec,73,0.311589779366888,,,
173.245.58.223,sofia.ns.cloudflare.com,4msec,73,0.311676986134133,,,
173.245.59.208,mitch.ns.cloudflare.com,4msec,73,0.311764192901378,,,
173.245.59.55,aiden.ns.cloudflare.com,4msec,73,0.311851399668623,,,
173.245.58.207,nadia.ns.cloudflare.com,44msec,73,0.311938606435868,,,
173.245.58.80,carol.ns.cloudflare.com,7msec,73,0.312025813203114,,,
173.245.59.220,pablo.ns.cloudflare.com,4msec,73,0.312113019970359,,,
173.245.59.177,isaac.ns.cloudflare.com,4msec,73,0.312200226737604,,,
173.245.59.236,terin.ns.cloudflare.com,4msec,73,0.312287433504849,,,
173.245.59.189,kanye.ns.cloudflare.com,6msec,73,0.312374640272094,,,
173.245.58.226,tegan.ns.cloudflare.com,4msec,73,0.312461847039339,,,
173.245.58.197,megan.ns.cloudflare.com,4msec,73,0.312549053806585,,,
173.245.59.177,isaac.ns.cloudflare.com,4msec,73,0.31263626057383,,,
173.245.59.90,clint.ns.cloudflare.com,5msec,73,0.312723467341075,,,
173.245.59.55,aiden.ns.cloudflare.com,5msec,73,0.31281067410832,,,
173.245.58.155,emily.ns.cloudflare.com,4msec,73,0.312897880875565,,,
173.245.58.219,sandy.ns.cloudflare.com,4msec,73,0.31298508764281,,,
173.245.59.222,piotr.ns.cloudflare.com,5msec,73,0.313072294410055,,,
173.245.58.239,wally.ns.cloudflare.com,5msec,73,0.313159501177301,,,
173.245.59.232,simon.ns.cloudflare.com,38msec,73,0.313246707944546,,,
173.245.59.55,aiden.ns.cloudflare.com,5msec,73,0.313333914711791,,,
173.245.58.80,carol.ns.cloudflare.com,4msec,73,0.313421121479036,,,
173.245.59.191,kevin.ns.cloudflare.com,6msec,73,0.313508328246281,,,
173.245.59.96,damon.ns.cloudflare.com,4msec,73,0.313595535013526,,,
173.245.59.220,pablo.ns.cloudflare.com,7msec,73,0.313682741780772,,,
173.245.59.215,nitin.ns.cloudflare.com,4msec,73,0.313769948548017,,,
173.245.58.159,grace.ns.cloudflare.com,4msec,73,0.313857155315262,,,
173.245.58.190,lorna.ns.cloudflare.com,4msec,73,0.313944362082507,,,
173.245.59.77,bruce.ns.cloudflare.com,5msec,73,0.314031568849752,,,
173.245.58.235,venus.ns.cloudflare.com,5msec,73,0.314118775616997,,,
173.245.58.157,fiona.ns.cloudflare.com,4msec,73,0.314205982384243,,,
173.245.59.222,piotr.ns.cloudflare.com,4msec,73,0.314293189151488,,,
173.245.58.60,alice.ns.cloudflare.com,4msec,73,0.314380395918733,,,
173.245.59.230,scott.ns.cloudflare.com,5msec,73,0.314467602685978,,,
173.245.59.86,chuck.ns.cloudflare.com,4msec,73,0.314554809453223,,,
173.245.58.207,nadia.ns.cloudflare.com,4msec,73,0.314642016220468,,,
173.245.59.194,lakas.ns.cloudflare.com,4msec,73,0.314729222987714,,,
173.245.59.85,chris.ns.cloudflare.com,5msec,73,0.314816429754959,,,
173.245.59.189,kanye.ns.cloudflare.com,4msec,73,0.314903636522204,,,
173.245.59.182,jerry.ns.cloudflare.com,5msec,73,0.314990843289449,,,
173.245.58.157,fiona.ns.cloudflare.com,4msec,73,0.315078050056694,,,
173.245.59.86,chuck.ns.cloudflare.com,5msec,73,0.315165256823939,,,
173.245.59.232,simon.ns.cloudflare.com,4msec,73,0.315252463591185,,,
173.245.58.240,wanda.ns.cloudflare.com,4msec,73,0.31533967035843,,,
173.245.59.55,aiden.ns.cloudflare.com,4msec,73,0.315426877125675,,,
173.245.59.77,bruce.ns.cloudflare.com,3msec,73,0.31551408389292,,,
173.245.58.85,chloe.ns.cloudflare.com,4msec,73,0.315601290660165,,,
173.245.59.86,chuck.ns.cloudflare.com,5msec,73,0.31568849742741,,,
173.245.58.159,grace.ns.cloudflare.com,4msec,73,0.315775704194656,,,
173.245.59.191,kevin.ns.cloudflare.com,4msec,73,0.315862910961901,,,
173.245.58.66,april.ns.cloudflare.com,4msec,73,0.315950117729146,,,
173.245.58.61,alina.ns.cloudflare.com,4msec,73,0.316037324496391,,,
173.245.58.159,grace.ns.cloudflare.com,4msec,73,0.316124531263636,,,
173.245.59.91,clyde.ns.cloudflare.com,5msec,73,0.316211738030881,,,
91.236.50.7,ns3.2gis.com,304msec,73,0.316298944798126,,,
91.236.50.70,ns3.2gis.com,332msec,73,0.316386151565372,,,
173.245.59.76,brett.ns.cloudflare.com,4msec,73,0.316473358332617,,,
173.245.59.182,jerry.ns.cloudflare.com,6msec,73,0.316560565099862,,,
173.245.58.242,zelda.ns.cloudflare.com,4msec,73,0.316647771867107,,,
173.245.59.206,micah.ns.cloudflare.com,5msec,73,0.316734978634352,,,
173.245.58.80,carol.ns.cloudflare.com,3msec,73,0.316822185401597,,,
173.245.59.154,derek.ns.cloudflare.com,5msec,73,0.316909392168843,,,
173.245.58.209,nelly.ns.cloudflare.com,4msec,73,0.316996598936088,,,
173.245.59.189,kanye.ns.cloudflare.com,4msec,73,0.317083805703333,,,
173.245.58.235,venus.ns.cloudflare.com,4msec,73,0.317171012470578,,,
173.245.58.218,robin.ns.cloudflare.com,4msec,73,0.317258219237823,,,
173.245.58.240,wanda.ns.cloudflare.com,4msec,73,0.317345426005068,,,
173.245.58.159,grace.ns.cloudflare.com,5msec,73,0.317432632772314,,,
173.245.59.72,bayan.ns.cloudflare.com,4msec,73,0.317519839539559,,,
173.245.59.220,pablo.ns.cloudflare.com,4msec,73,0.317607046306804,,,
173.245.58.183,laura.ns.cloudflare.com,5msec,73,0.317694253074049,,,
173.245.58.73,becky.ns.cloudflare.com,4msec,73,0.317781459841294,,,
173.245.59.85,chris.ns.cloudflare.com,4msec,73,0.317868666608539,,,
173.245.58.240,wanda.ns.cloudflare.com,6msec,73,0.317955873375785,,,
173.245.59.223,plato.ns.cloudflare.com,4msec,73,0.31804308014303,,,
173.245.59.207,miles.ns.cloudflare.com,5msec,73,0.318130286910275,,,
173.245.58.60,alice.ns.cloudflare.com,4msec,73,0.31821749367752,,,
173.245.59.87,clark.ns.cloudflare.com,5msec,73,0.318304700444765,,,
173.245.58.169,janet.ns.cloudflare.com,5msec,73,0.31839190721201,,,
173.245.59.222,piotr.ns.cloudflare.com,6msec,73,0.318479113979256,,,
162.159.24.178,ns1.messagingengine.com,4msec,73,0.318566320746501,,,
173.245.59.186,jonah.ns.cloudflare.com,4msec,73,0.318653527513746,,,
173.245.58.80,carol.ns.cloudflare.com,5msec,73,0.318740734280991,,,
173.245.58.159,grace.ns.cloudflare.com,5msec,73,0.318827941048236,,,
173.245.58.60,alice.ns.cloudflare.com,5msec,73,0.318915147815481,,,
173.245.59.202,marek.ns.cloudflare.com,5msec,73,0.319002354582727,,,
173.245.59.91,clyde.ns.cloudflare.com,4msec,73,0.319089561349972,,,
173.245.59.189,kanye.ns.cloudflare.com,4msec,73,0.319176768117217,,,
173.245.58.74,bella.ns.cloudflare.com,4msec,73,0.319263974884462,,,
173.245.59.91,clyde.ns.cloudflare.com,5msec,73,0.319351181651707,,,
173.245.58.183,laura.ns.cloudflare.com,5msec,73,0.319438388418952,,,
173.245.59.236,terin.ns.cloudflare.com,4msec,73,0.319525595186198,,,
173.245.58.235,venus.ns.cloudflare.com,4msec,73,0.319612801953443,,,
173.245.58.183,laura.ns.cloudflare.com,7msec,73,0.319700008720688,,,
173.245.58.157,fiona.ns.cloudflare.com,5msec,73,0.319787215487933,,,
173.245.59.198,logan.ns.cloudflare.com,5msec,73,0.319874422255178,,,
173.245.58.226,tegan.ns.cloudflare.com,5msec,73,0.319961629022423,,,
173.245.59.189,kanye.ns.cloudflare.com,5msec,73,0.320048835789669,,,
173.245.59.227,rocky.ns.cloudflare.com,4msec,73,0.320136042556914,,,
173.245.59.241,major.ns.cloudflare.com,4msec,73,0.320223249324159,,,
173.245.59.203,mario.ns.cloudflare.com,5msec,73,0.320310456091404,,,
