ID,DOMAIN_NAME,IP,NAMESERVER,Ping RTT,Query time,Msg size
1,sawmill.net,205.251.194.53,ns-565.awsdns-06.net,33.623,31msec,288
2,sawmill.net,205.251.198.113,ns-1649.awsdns-14.co.uk,21.445,22msec,288
3,sawmill.net,205.251.192.20,ns-20.awsdns-02.com,21.067,21msec,288
4,sawmill.net,205.251.196.87,ns-1111.awsdns-10.org,7.810,8msec,288
5,seohyun.or.kr,211.169.73.4,ns.church-love.com,,292msec,361
6,tubetraffic.in,209.222.108.130,ns2.tubetraffic.in,107.844,107msec,400
7,tubetraffic.in,209.222.108.130,ns1.tubetraffic.in,108.063,107msec,400
8,won.pe,152.66.246.10,N,0.650,0msec,178
9,won.pe,152.66.246.10,N,0.574,1msec,178
10,wowmk.com,216.239.38.100,ns11.wixdns.net,20.965,21msec,417
11,wowmk.com,216.239.36.100,ns10.wixdns.net,38.170,38msec,417
12,zlshorte.net,173.245.59.210,ned.ns.cloudflare.com,0.852,1msec,62
13,zlshorte.net,173.245.58.86,cloe.ns.cloudflare.com,0.886,2msec,62
14,movsplus.com,216.87.152.33,dns2.namecheaphosting.com,14.538,15msec,207
15,movsplus.com,216.87.155.33,dns1.namecheaphosting.com,21.674,22msec,207
16,crmp.su,176.111.63.45,ns3.thehost.com.ua,22.771,24msec,404
17,crmp.su,46.4.57.177,ns2.thehost.com.ua,19.077,20msec,404
18,crmp.su,91.223.180.14,ns1.thehost.com.ua,24.698,25msec,404
19,crmp.su,192.162.240.116,ns4.thehost.com.ua,61.563,65msec,404
20,dataworld.info,31.28.20.108,ns11.hoster.ru,49.496,49msec,295
21,dataworld.info,195.128.50.221,ns10.hoster.ru,46.344,47msec,267
22,jbvmov.xyz,109.201.133.111,ns31.cloudns.net,26.484,26msec,264
23,jbvmov.xyz,185.136.99.66,pns34.cloudns.net,15.241,15msec,264
24,jbvmov.xyz,185.206.180.104,ns34.cloudns.net,14.919,16msec,264
25,jbvmov.xyz,185.136.96.66,pns31.cloudns.net,15.244,15msec,264
26,jbvmov.xyz,185.136.97.66,pns32.cloudns.net,15.278,15msec,264
27,jbvmov.xyz,209.58.140.85,ns32.cloudns.net,167.620,169msec,264
28,jbvmov.xyz,185.136.98.66,pns33.cloudns.net,15.233,15msec,264
29,jbvmov.xyz,54.36.26.145,ns33.cloudns.net,25.245,25msec,264
30,kakpishu.ru,82.146.43.2,ns1.firstvds.ru,41.949,42msec,293
31,kakpishu.ru,94.250.248.160,ns2.firstvds.ru,42.058,42msec,293
32,kistv.ru,185.50.27.12,ns2.beget.com,,51msec,272
33,kistv.ru,5.101.159.11,ns1.beget.com,,51msec,272
34,kistv.ru,5.101.159.11,ns1.beget.pro,,51msec,272
35,kistv.ru,185.50.27.12,ns2.beget.ru,,51msec,272
36,kistv.ru,185.50.27.12,ns2.beget.pro,,49msec,272
37,kistv.ru,5.101.159.11,ns1.beget.ru,,49msec,272
38,kodik.online,185.136.97.77,dns2.cloudns.net,15.371,15msec,225
39,kodik.online,185.136.98.77,dns5.cloudns.net,15.400,15msec,225
40,kodik.online,185.136.99.77,dns6.cloudns.net,15.198,15msec,225
41,kodik.online,185.136.96.77,dns1.cloudns.net,15.220,15msec,225
42,signorina.ru,217.16.27.205,ns2.nameself.com,34.779,37msec,244
43,signorina.ru,88.212.207.45,ns1.nameself.com,34.631,38msec,244
44,siteclinic.ru,194.58.117.11,ns1.reg.ru,47.082,45msec,562
45,siteclinic.ru,194.58.117.14,ns2.reg.ru,43.607,48msec,261
46,vindavoz.ru,91.121.54.18,ns2.ihc.ru,17.369,18msec,350
47,vindavoz.ru,178.248.237.118,ns1.ihc.ru,20.666,15msec,230
48,shopier.com,173.245.59.216,noel.ns.cloudflare.com,0.892,1msec,61
49,shopier.com,173.245.58.136,nina.ns.cloudflare.com,0.856,1msec,61
50,whois.com.tr,185.85.206.67,ns4.dnsbursa.com,59.105,60msec,229
51,whois.com.tr,185.85.206.67,ns3.dnsbursa.com,58.125,64msec,229
52,lbtce.com,173.245.59.135,paul.ns.cloudflare.com,0.811,2msec,59
53,lbtce.com,173.245.58.54,ada.ns.cloudflare.com,0.866,2msec,59
54,brd24.com,193.169.189.155,ns1.brd24.com,55.345,56msec,348
55,brd24.com,193.169.189.155,ns2.brd24.com,55.355,56msec,348
56,bitsroll.com,173.245.58.112,emma.ns.cloudflare.com,0.837,2msec,62
57,bitsroll.com,173.245.59.147,tom.ns.cloudflare.com,0.889,2msec,62
58,alau.kz,195.210.46.2,ns2.ps.kz,87.865,87msec,353
59,alau.kz,92.53.88.26,ns3.ps.kz,34.734,35msec,353
60,alau.kz,195.210.46.194,ns1.ps.kz,89.192,91msec,353
61,aviapoisk.kz,195.210.46.2,ns.ps.kz,87.757,88msec,667
62,aviapoisk.kz,195.210.46.2,ns2.ps.kz,87.862,88msec,667
63,aviapoisk.kz,92.53.88.26,ns3.ps.kz,34.748,34msec,667
64,aviapoisk.kz,195.210.46.194,ns1.ps.kz,89.069,89msec,667
65,buki.kz,173.245.58.222,sima.ns.cloudflare.com,0.889,2msec,57
66,buki.kz,173.245.59.58,albert.ns.cloudflare.com,0.918,1msec,57
67,ioffice.kz,92.46.38.183,cnr1.online.kz,,89msec,279
68,ioffice.kz,82.200.136.147,ns.sberbank.kz,,90msec,263
69,nv.kz,152.66.246.10,N,0.595,0msec,82
70,qamqor.gov.kz,195.12.113.9,ns4.nitec.kz,75.763,86msec,176
71,qamqor.gov.kz,195.12.113.8,ns3.nitec.kz,86.738,77msec,176
72,restolife.kz,195.210.46.194,ns1.ps.kz,89.359,88msec,349
73,restolife.kz,195.210.46.2,ns2.ps.kz,87.823,88msec,349
74,restolife.kz,92.53.88.26,ns3.ps.kz,34.729,34msec,349
75,shonbay.online,37.200.71.246,ns1.flexbe.com,34.750,36msec,325
76,shonbay.online,136.243.143.126,ns2.flexbe.com,18.649,25msec,325
77,uib.kz,152.66.246.10,N,0.558,1msec,190
78,uib.kz,152.66.246.10,N,0.586,1msec,190
79,wheel.kz,91.121.54.18,ns2.ihc.ru,17.384,18msec,293
80,wheel.kz,178.248.237.118,ns1.ihc.ru,20.691,15msec,104
81,yk.kz,152.66.246.10,N,0.650,1msec,200
82,yk.kz,152.66.246.10,N,0.656,0msec,200
83,yk.kz,152.66.246.10,N,0.624,1msec,200
84,group-bot.com,173.245.58.223,sofia.ns.cloudflare.com,0.911,1msec,63
85,group-bot.com,173.245.59.157,dom.ns.cloudflare.com,0.879,1msec,63
86,baytronik.com,198.211.96.32,ns11.guzelhosting.com,,111msec,342
87,baytronik.com,31.192.212.5,ns1.guzelhosting.com,,65msec,342
88,baytronik.com,149.202.246.70,ns12.guzelhosting.com,,17msec,342
89,baytronik.com,146.185.149.154,ns2.guzelhosting.com,,25msec,342
90,kalegraph.com,213.238.177.11,ns19.dnsdhs.com,29.410,30msec,212
91,kalegraph.com,213.238.177.66,ns20.dnsdhs.com,30.021,31msec,212
92,vutbr.cz,77.93.219.110,pipit.cis.vutbr.cz,10.030,10msec,3269
93,vutbr.cz,147.229.3.10,rhino.cis.vutbr.cz,10.896,11msec,3297
94,hdsex.club,173.245.58.97,diva.ns.cloudflare.com,0.892,1msec,60
95,hdsex.club,173.245.59.161,earl.ns.cloudflare.com,0.872,1msec,60
96,elwatani.tk,52.19.156.76,ns02.freenom.com,39.923,39msec,231
97,elwatani.tk,104.155.29.241,ns04.freenom.com,21.263,26msec,231
98,elwatani.tk,104.155.27.112,ns03.freenom.com,24.189,24msec,231
99,elwatani.tk,54.171.131.39,ns01.freenom.com,37.769,38msec,220
100,mixdrop.ru,173.245.58.135,may.ns.cloudflare.com,0.949,1msec,60
101,mixdrop.ru,173.245.59.231,sean.ns.cloudflare.com,0.886,1msec,60
102,51miz.com,47.88.44.151,vip1.alidns.com,167.025,167msec,228
103,51miz.com,140.205.29.114,vip2.alidns.com,282.431,240msec,228
104,dxn2uasia.com,161.202.17.13,dns2.dxn2u.net,160.687,164msec,339
105,dxn2uasia.com,119.110.96.195,dns1.dxn2u.net,269.997,256msec,339
106,dxn2uasia.com,169.45.112.172,dns3.dxn2u.net,164.990,180msec,339
107,candy.ru,69.36.145.33,ns2.netnames.net,14.635,15msec,708
108,candy.ru,209.112.114.33,ns1.netnames.net,22.010,22msec,708
109,30yavash.com,148.251.23.60,ns165.mihanwebhost.com,18.978,20msec,198
110,30yavash.com,148.251.23.60,ns166.mihanwebhost.com,18.985,36msec,198
111,3center.ir,5.9.15.85,ns2.netafraz.com,18.565,18msec,286
112,3center.ir,46.105.242.79,ns.netafraz.com,17.208,17msec,286
113,3dpe.ir,178.22.123.41,dns5.mizbanfa.net,93.987,101msec,378
114,3dpe.ir,178.22.123.41,dns6.mizbanfa.net,95.293,98msec,378
115,a-kh.ir,94.130.209.116,ns2.rabonet.ir,18.641,,
116,a-kh.ir,46.105.242.76,ns1.rabonet.ir,17.296,17msec,312
117,aaas.org,198.151.217.88,ns02.aaas.org,,98msec,846
118,aaas.org,34.198.155.162,ns03.aaas.org,107.277,109msec,846
119,aaas.org,198.151.217.87,ns01.aaas.org,,98msec,846
120,abfa-guilan.ir,185.10.72.32,irns1.iranhost.com,90.779,86msec,385
121,abfa-guilan.ir,185.10.72.36,irns2.iranhost.com,88.229,91msec,385
122,abgram.net,173.245.58.100,abby.ns.cloudflare.com,0.892,1msec,60
123,abgram.net,173.245.59.219,owen.ns.cloudflare.com,0.868,2msec,60
124,abrestan.com,38.117.65.147,ns1.abrestan.com,,114msec,297
125,abrestan.com,38.117.65.146,ns2.abrestan.com,,113msec,298
126,acatalog.ir,185.55.225.241,irns14.serverpars.com,93.374,190msec,290
127,acatalog.ir,185.55.225.240,irns13.serverpars.com,91.195,171msec,290
128,adakta.co.ir,46.105.242.79,ns.netafraz.com,17.266,17msec,288
129,adakta.co.ir,5.9.15.85,ns2.netafraz.com,18.583,18msec,288
130,adibian.com,89.39.208.20,ns145.mylittledatacenter.com,113.066,112msec,311
131,adibian.com,89.39.208.20,ns146.mylittledatacenter.com,111.987,128msec,311
132,adiv.ir,84.16.242.98,ns2.parspack.co,14.505,,
133,adiv.ir,206.221.177.132,ns4.parspack.co,106.229,108msec,283
134,adiv.ir,212.32.244.33,ns1.parspack.co,64.600,,
135,adiv.ir,130.185.72.100,ns3.parspack.co,95.827,,
136,adminportal.ir,178.63.179.210,sasan1.irandns.com,23.776,19msec,231
137,adminportal.ir,178.63.179.210,sasan2.irandns.com,24.813,20msec,231
138,afathi.ir,173.245.59.234,sri.ns.cloudflare.com,0.885,2msec,59
139,afathi.ir,173.245.58.77,brenda.ns.cloudflare.com,0.931,2msec,59
140,afracamp.ir,185.55.227.23,irns40.serverpars.com,93.831,94msec,230
141,afracamp.ir,185.55.227.22,irns39.serverpars.com,93.440,93msec,230
142,afraelec.ir,46.105.242.79,ns.netafraz.com,17.236,17msec,286
143,afraelec.ir,5.9.15.85,ns2.netafraz.com,18.581,18msec,286
144,afragps.com,199.255.159.226,ns1.dnsexit.com,123.716,125msec,354
145,afragps.com,157.52.211.217,ns2.dnsexit.com,166.145,166msec,354
146,afragps.com,209.160.33.82,ns3.dnsexit.com,169.776,171msec,354
147,afragps.com,198.204.224.146,ns4.dnsexit.com,129.121,130msec,354
148,agahinvest.com,88.99.179.210,ns2.irpowerweb.com,18.831,18msec,254
149,agahinvest.com,88.99.179.209,ns1.irpowerweb.com,18.799,19msec,254
150,aghazino.com,95.216.83.134,ns1.onliner.ir,44.438,44msec,266
151,aghazino.com,95.216.83.134,ns2.onliner.ir,44.477,44msec,266
152,ako.ir,152.66.246.10,N,0.638,0msec,143
153,ako.ir,152.66.246.10,N,0.591,0msec,143
154,alipopup.ir,185.105.187.240,nsp1.hostnetwork.in,,,
155,alipopup.ir,185.105.187.240,nsp2.hostnetwork.in,,,
156,alis.ir,46.105.242.79,ns.netafraz.com,17.239,17msec,283
157,alis.ir,5.9.15.85,ns2.netafraz.com,18.556,18msec,283
158,alobatri.com,78.46.29.99,ns432.phtco.com,,18msec,240
159,alobatri.com,88.198.188.62,ns434.phtco.com,,20msec,252
160,alovoip.ir,70.38.6.123,ns1.alovoip.ir,112.907,113msec,244
161,alovoip.ir,70.38.6.123,ns2.alovoip.ir,112.921,113msec,244
162,amaziran.com,212.32.244.33,ns1.parspack.co,93.310,,
163,amaziran.com,206.221.178.116,ns4.parspack.co,104.069,107msec,270
164,amaziran.com,84.16.242.98,ns2.parspack.co,14.627,,
165,amaziran.com,130.185.72.100,ns3.parspack.co,96.707,,
166,aminsajedi.ir,136.243.54.170,ns105.mylittledatacenter.com,18.851,18msec,203
167,aminsajedi.ir,136.243.54.170,ns104.mylittledatacenter.com,18.855,26msec,203
168,amoozesh.ir,152.66.246.10,bonyadwebsrv1,0.694,0msec,81
169,anime-list.ga,173.245.59.121,jack.ns.cloudflare.com,0.861,2msec,63
170,anime-list.ga,173.245.58.207,nadia.ns.cloudflare.com,0.884,1msec,63
171,apadana.in,5.9.165.164,ns2.apadana.in,19.031,19msec,223
172,apadana.in,5.9.165.164,ns1.apadana.in,18.929,19msec,223
173,apgram.ir,178.22.123.61,dns25.mizbanfa.net,102.151,95msec,327
174,apgram.ir,178.22.123.61,dns26.mizbanfa.net,102.309,97msec,327
175,appkhone.com,185.2.13.52,ns4.h-ar.com,111.133,119msec,318
176,appkhone.com,185.2.13.52,ns3.h-ar.com,111.149,137msec,318
177,appkhone.com,185.2.13.52,ns1.h-ar.com,111.633,124msec,318
178,appkhone.com,185.2.13.52,ns2.h-ar.com,111.625,133msec,318
179,archmanesh.com,176.9.121.246,ns1.manesh.co,18.969,19msec,305
180,archmanesh.com,176.9.121.246,ns2.manesh.co,18.966,19msec,305
181,arianparax.com,5.9.15.85,ns2.netafraz.com,18.520,18msec,287
182,arianparax.com,46.105.242.79,ns.netafraz.com,17.251,17msec,287
183,arivandl.ir,195.201.172.7,ns8.cpanel.name,18.930,18msec,243
184,arivandl.ir,195.201.172.7,ns7.cpanel.name,18.747,18msec,243
185,arka-soft.com,185.88.153.33,ns402.phtco.com,89.789,,
186,arka-soft.com,185.88.153.33,ns403.phtco.com,89.716,119msec,289
187,arnetwork.ir,77.238.120.148,dns27.mizbanfa.net,100.093,97msec,290
188,arnetwork.ir,77.238.120.148,dns28.mizbanfa.net,100.093,93msec,290
189,arshadan.net,89.32.248.10,ns2.arshadan.net,113.923,113msec,447
190,arshadan.net,89.32.248.10,ns1.arshadan.net,120.079,112msec,447
191,arshadan.net,89.32.248.10,ns3.arshadan.net,111.453,112msec,447
192,arsina.net,176.9.155.219,ns1.arsina.net,,19msec,370
193,arsina.net,144.76.176.211,ns2.arsina.net,,19msec,370
194,aryasasol.com,216.87.153.33,pdns1.registrar-servers.com,22.258,23msec,1237
195,aryasasol.com,216.87.154.33,pdns2.registrar-servers.com,15.197,16msec,1237
196,arzooninsta.ir,173.245.58.148,zara.ns.cloudflare.com,0.911,1msec,64
197,arzooninsta.ir,173.245.59.71,bart.ns.cloudflare.com,0.890,2msec,64
198,asanhejrat.ir,152.66.115.1,ns2.chaap.com,0.662,414msec,265
199,asanhejrat.ir,185.44.36.36,ns1.chaap.ir,125.867,127msec,269
200,asaniroo.ir,195.248.242.93,ns1.rayapars.ir,25.813,23msec,40
201,asaniroo.ir,159.69.192.28,ns4.rayapars.ir,17.246,29msec,283
202,asaniroo.ir,130.185.72.100,ns3.rayapars.ir,96.937,,
203,asaniroo.ir,84.16.242.98,ns2.rayapars.ir,14.541,,
204,asanmed.com,88.99.88.138,win1.hisupport.net,18.825,19msec,263
205,asanmed.com,88.99.88.139,win2.hisupport.net,18.815,19msec,263
206,askohan.ir,185.159.154.56,irpro2.serverpars.com,101.616,98msec,344
207,askohan.ir,185.159.154.55,irpro1.serverpars.com,91.970,101msec,344
208,asman7.com,216.87.155.33,dns1.namecheaphosting.com,21.620,24msec,205
209,asman7.com,216.87.152.33,dns2.namecheaphosting.com,14.420,15msec,205
210,asmari.net,188.241.116.117,ns3.cloudns.net,17.591,13msec,179
211,asmari.net,46.165.223.182,ns4.cloudns.net,14.286,14msec,179
212,asmari.net,85.159.233.17,ns1.cloudns.net,26.475,26msec,179
213,asmari.net,108.59.1.205,ns2.cloudns.net,108.884,107msec,179
214,assertion.ir,130.185.72.100,ns2.parspack.co,96.583,,
215,assertion.ir,130.185.72.100,ns3.parspack.co,96.877,,
216,assertion.ir,206.221.177.132,ns4.parspack.co,106.241,109msec,273
217,assertion.ir,212.32.244.33,ns1.parspack.co,21.326,,
218,atawich.com,152.66.246.10,haftsetare,0.645,0msec,185
219,atawich.com,185.112.35.23,ns2.haftsetare.com,94.757,92msec,306
220,atawich.com,185.112.35.20,ns1.haftsetare.com,102.597,102msec,306
221,atelieha.com,95.217.53.217,ns51.modirhost.com,44.549,42msec,221
222,atelieha.com,95.217.53.217,ns52.modirhost.com,44.560,44msec,221
223,atraknews.com,176.9.196.66,ns.atraknews.com,19.209,19msec,183
224,atranet.org,176.9.240.82,ns273.phtco.com,,20msec,328
225,atranet.org,176.9.240.82,ns272.phtco.com,,19msec,328
226,audioeffect.ir,65.254.254.171,ns2.domain.com,,96msec,43
227,audioeffect.ir,66.96.142.147,ns1.domain.com,,96msec,43
228,automapper.org,162.159.27.4,ns4.dnsimple.com,0.918,124msec,452
229,automapper.org,162.159.24.4,ns1.dnsimple.com,0.882,28msec,452
230,automapper.org,162.159.25.4,ns2.dnsimple.com,0.921,30msec,452
231,automapper.org,162.159.26.4,ns3.dnsimple.com,0.879,24msec,452
232,avafix.com,88.99.91.34,ns370.phtco.com,,18msec,368
233,avafix.com,88.99.91.34,ns371.phtco.com,,19msec,368
234,avagostar.net,64.98.148.13,ns2.hover.com,110.352,110msec,273
235,avagostar.net,216.40.47.26,ns1.hover.com,124.610,123msec,273
236,ayubpakzat.ir,185.94.98.117,ns296.mihanwebhost.com,109.731,111msec,202
237,ayubpakzat.ir,51.254.125.81,ns295.mihanwebhost.com,17.503,17msec,202
238,azarbilit.ir,103.215.222.38,irns4.saba.host,107.245,96msec,295
239,azarbilit.ir,103.215.222.37,irns3.saba.host,102.112,99msec,295
240,azarbilit.ir,103.215.222.38,irns4.parsinetwork.com,106.979,95msec,295
241,azarbilit.ir,103.215.222.37,irns3.parsinetwork.com,102.539,103msec,295
242,azargalam.ir,136.243.133.242,ns161.mihanwebhost.com,18.854,27msec,201
243,azargalam.ir,136.243.133.242,ns162.mihanwebhost.com,18.895,28msec,201
244,azsefrtasad.ir,178.22.123.61,dns26.mizbanfa.net,102.261,101msec,313
245,azsefrtasad.ir,178.22.123.61,dns25.mizbanfa.net,102.339,99msec,313
246,b-misco.com,178.63.146.46,ns454.phtco.com,19.400,19msec,235
247,b-misco.com,178.63.146.46,ns455.phtco.com,20.447,19msec,235
248,babolnovin.ir,5.160.219.19,ns1.hostmazand.ir,105.915,130msec,267
249,babolnovin.ir,5.160.219.19,ns2.hostmazand.ir,105.742,105msec,267
250,bahmanico.com,185.216.33.122,ns21.azaronline.com,35.587,38msec,224
251,bahmanico.com,185.216.33.122,ns22.azaronline.com,35.612,38msec,224
252,bamdadsoft.com,206.221.178.116,ns4.parspack.co,104.076,111msec,263
253,bamdadsoft.com,130.185.72.100,ns3.parspack.co,96.024,,
254,bamdadsoft.com,84.16.242.98,ns2.parspack.co,14.477,,
255,bamdadsoft.com,130.185.72.100,ns1.parspack.co,96.561,,
256,bargh-gmaz.ir,152.66.246.10,cms1,0.664,0msec,74
257,baridsoft.net,176.9.200.50,ds171.pardazit.com,18.861,19msec,301
258,baridsoft.net,176.9.200.50,ds172.pardazit.com,18.822,19msec,301
259,bartarjob.com,185.4.30.92,win10.irandns.com,107.032,107msec,245
260,bartarjob.com,185.4.30.92,win9.irandns.com,107.136,102msec,245
261,bashgahema.com,88.99.179.209,ns1.irpowerweb.com,18.794,18msec,254
262,bashgahema.com,88.99.179.210,ns2.irpowerweb.com,18.807,19msec,254
263,basiscore.com,104.216.69.250,freedns2.registrar-servers.com,152.225,155msec,356
264,basiscore.com,45.58.122.82,freedns1.registrar-servers.com,104.096,112msec,356
265,basiscore.com,195.154.94.174,freedns3.registrar-servers.com,32.425,40msec,356
266,basiscore.com,95.141.37.127,freedns4.registrar-servers.com,20.397,22msec,356
267,basiscore.com,54.36.109.15,freedns5.registrar-servers.com,22.805,25msec,356
268,bazarbors.com,97.74.105.6,ns11.domaincontrol.com,18.047,18msec,250
269,bazarbors.com,173.201.73.6,ns12.domaincontrol.com,16.142,18msec,250
270,bazargardi.com,208.97.182.10,ns2.dreamhost.com,99.854,213msec,398
271,bazargardi.com,64.90.62.230,ns1.dreamhost.com,152.834,354msec,409
272,bazargardi.com,66.33.205.230,ns3.dreamhost.com,155.136,343msec,409
273,bearingnet.ir,67.205.123.150,ns37.persiantools.com,112.581,113msec,172
274,bearingnet.ir,67.205.123.150,ns38.persiantools.com,112.558,113msec,172
275,bebinboro.com,93.115.150.171,dns74.mizbanfa.net,94.626,101msec,273
276,bebinboro.com,93.115.150.171,dns73.mizbanfa.net,94.678,100msec,273
277,befirst.site,94.182.146.2,ns1.iransamaneh.com,94.691,94msec,348
278,befirst.site,94.182.130.2,ns2.iransamaneh.com,85.188,92msec,348
279,behrest.com,185.8.174.30,ns2.gyrusclinic.com,103.070,144msec,266
280,behrest.com,185.8.174.30,ns1.gyrusclinic.com,106.145,109msec,266
281,behseda.org,88.198.49.154,ns4.lasterloc.com,18.972,18msec,179
282,behseda.org,88.198.49.154,ns3.lasterloc.com,19.010,19msec,179
283,behtarbash.com,163.172.203.87,sepehr1.irandns.com,34.564,33msec,236
284,behtarbash.com,163.172.203.87,sepehr2.irandns.com,34.660,34msec,236
285,betrina.ir,46.105.242.79,ns.netafraz.com,17.236,17msec,286
286,betrina.ir,5.9.15.85,ns2.netafraz.com,18.585,18msec,286
287,bia2kar.com,5.63.8.162,ns1.nanocard.ir,159.781,167msec,295
288,bia2kar.com,5.63.8.163,ns2.nanocard.ir,165.097,159msec,295
289,bia2melody.ir,173.245.59.146,todd.ns.cloudflare.com,0.908,2msec,63
290,bia2melody.ir,173.245.58.121,jean.ns.cloudflare.com,0.866,3msec,63
291,bidadmusic.ir,5.9.15.85,ns2.netafraz.com,18.557,18msec,289
292,bidadmusic.ir,46.105.242.79,ns.netafraz.com,17.243,17msec,289
293,bigiweb.ir,173.245.59.83,charles.ns.cloudflare.com,0.907,2msec,60
294,bigiweb.ir,173.245.58.98,dolly.ns.cloudflare.com,0.872,2msec,60
295,bimehsara.com,5.135.200.132,ns1.bimehsara.com,24.571,24msec,173
296,bimehsara.com,5.135.200.132,ns2.bimehsara.com,24.553,24msec,173
297,boalii.ir,5.160.139.86,ns33.netafrooz.com,84.088,83msec,321
298,boalii.ir,185.126.203.22,ns32.netafrooz.com,98.084,91msec,321
299,boilersale.ir,95.217.50.116,ns1.tablighat98.ir,41.718,41msec,269
300,boilersale.ir,95.217.50.116,ns2.tablighat98.ir,41.632,43msec,269
301,bonadhesive.ir,152.66.115.1,ns2.esfahantalar.ir,0.648,120msec,282
302,bonadhesive.ir,152.66.115.1,ns1.esfahantalar.ir,0.597,0msec,282
303,box1.ir,51.254.125.81,ns272.mihanwebhost.com,17.552,18msec,196
304,box1.ir,89.32.249.154,ns271.mihanwebhost.com,111.594,112msec,196
305,brozwp.ir,185.112.35.126,ir7.arshatech.com,99.035,104msec,278
306,brozwp.ir,185.112.35.126,ir8.arshatech.com,98.952,105msec,278
307,btcworker.org,64.79.70.35,sky1.afaghhosting.net,121.902,132msec,322
308,btcworker.org,64.79.70.35,sky2.afaghhosting.net,121.937,123msec,322
309,burux.com,185.159.153.78,irns103.serverpars.com,100.175,107msec,322
310,burux.com,185.159.153.79,irns104.serverpars.com,96.047,104msec,322
311,buyiran.cf,173.245.58.76,bonnie.ns.cloudflare.com,0.915,1msec,60
312,buyiran.cf,173.245.59.154,derek.ns.cloudflare.com,0.908,1msec,60
313,carkits.ir,46.105.242.76,ns1.rayanwebdesign.com,17.243,17msec,294
314,carkits.ir,176.9.141.245,ns2.rayanwebdesign.com,18.751,18msec,294
315,cartak.ir,51.254.125.81,ns264.mihanwebhost.com,17.528,18msec,198
316,cartak.ir,89.32.248.82,ns263.mihanwebhost.com,112.325,112msec,198
317,cartonchi.com,136.243.131.126,ns1.sitralweb.com,18.563,19msec,234
318,cartonchi.com,136.243.131.126,ns2.sitralweb.com,18.634,19msec,234
319,cdrviewer.org,97.74.107.48,ns75.domaincontrol.com,15.603,21msec,248
320,cdrviewer.org,173.201.75.48,ns76.domaincontrol.com,16.071,19msec,248
321,certum.eu,64.68.192.10,dns1.easydns.com,0.896,35msec,248
322,certum.eu,64.68.196.10,dns3.easydns.org,26.298,26msec,248
323,certum.eu,64.68.197.10,dns4.easydns.info,102.015,106msec,248
324,certum.eu,198.41.222.254,dns2.easydns.net,0.872,33msec,248
325,chaadisho.com,185.173.104.193,ns1.chaadisho.com,103.803,291msec,282
326,chaadisho.com,185.173.104.193,ns2.chaadisho.com,103.736,100msec,282
327,channelsho.ir,136.243.64.29,bd1.channelsho.ir,18.742,18msec,167
328,channelsho.ir,136.243.64.29,bd2.channelsho.ir,18.747,18msec,167
329,charsouq.com,51.254.125.81,ns285.mihanwebhost.com,17.505,17msec,177
330,charsouq.com,89.32.251.5,ns286.mihanwebhost.com,,111msec,177
331,charter115.ir,95.156.252.226,ns1.charter724.info,,94msec,273
332,charter115.ir,95.156.252.226,ns2.charter724.info,,97msec,273
333,cheesta.com,185.129.168.151,ns1.cheesta.com,98.963,124msec,266
334,cheesta.com,185.129.168.151,ns2.cheesta.com,99.119,98msec,266
335,chekadeno.com,173.245.59.71,bart.ns.cloudflare.com,0.883,1msec,63
336,chekadeno.com,173.245.58.81,cass.ns.cloudflare.com,0.852,2msec,63
337,chemidor.ir,79.175.164.4,ns40.karahost.com,101.087,129msec,352
338,chemidor.ir,79.175.164.5,ns41.karahost.com,92.623,129msec,352
339,chenco.ir,144.76.78.189,ns126.mihanwebhost.com,18.639,19msec,264
340,chenco.ir,144.76.78.189,ns125.mihanwebhost.com,18.640,18msec,264
341,chr724.ir,185.143.235.253,s.ns.arvancdn.com,37.221,37msec,137
342,chr724.ir,185.143.232.253,f.ns.arvancdn.com,37.283,37msec,137
343,civia.club,46.105.242.79,ns.netafraz.com,17.245,17msec,284
344,civia.club,5.9.15.85,ns2.netafraz.com,18.510,18msec,284
345,civiltect.com,31.170.163.241,ns1.hostinger.com,126.563,127msec,638
346,civiltect.com,31.170.164.249,ns4.hostinger.com,33.143,36msec,638
347,civiltect.com,31.220.23.1,ns2.hostinger.com,42.742,43msec,638
348,civiltect.com,173.192.183.247,ns3.hostinger.com,154.896,157msec,638
349,claierlift.com,206.222.25.197,ns2.hosting.xlhost.com,,123msec,193
350,claierlift.com,206.222.25.196,ns1.hosting.xlhost.com,,122msec,193
351,clipmilip.ir,173.245.59.167,george.ns.cloudflare.com,0.866,1msec,62
352,clipmilip.ir,173.245.58.163,hope.ns.cloudflare.com,0.873,2msec,62
353,codac.ir,46.105.242.79,ns.netafraz.com,17.292,17msec,284
354,codac.ir,5.9.15.85,ns2.netafraz.com,18.546,18msec,284
355,consbank.com,178.216.251.241,irns22.hostdl.com,98.907,97msec,269
356,consbank.com,79.127.127.6,irns21.hostdl.com,134.439,114msec,269
357,consolenet.ir,206.221.177.132,ns4.parspack.co,106.240,106msec,273
358,consolenet.ir,130.185.72.100,ns3.parspack.co,96.646,,
359,consolenet.ir,130.185.72.100,ns1.parspack.co,96.588,,
360,consolenet.ir,130.185.72.100,ns2.parspack.co,96.384,,
361,coome.ir,46.105.242.79,ns.netafraz.com,17.249,17msec,299
362,coome.ir,5.9.15.85,ns2.netafraz.com,18.524,18msec,299
