ID,DOMAIN_NAME,IP,NAMESERVER,Ping RTT,Query time,Msg size
1870,lava-link.com,216.87.155.33,dns1.namecheaphosting.com,21.796,23msec,208
1871,zkreations.com,216.239.34.110,ns-cloud-e2.googledomains.com,20.966,21msec,2964
1872,zkreations.com,216.239.32.110,ns-cloud-e1.googledomains.com,24.131,24msec,2964
1873,zkreations.com,216.239.36.110,ns-cloud-e3.googledomains.com,38.181,39msec,2964
1874,zkreations.com,216.239.38.110,ns-cloud-e4.googledomains.com,20.679,21msec,2964
1875,fifaindex.com,173.245.58.130,lily.ns.cloudflare.com,0.872,1msec,63
1876,fifaindex.com,173.245.59.209,nash.ns.cloudflare.com,0.915,1msec,63
1877,sneg.tv,185.220.32.103,ns1.vpsville.ru,74.643,73msec,202
1878,sneg.tv,5.9.191.179,ns2.vpsville.ru,18.921,19msec,202
1879,10appstore.net,216.87.155.33,dns1.registrar-servers.com,21.736,22msec,409
1880,10appstore.net,216.87.152.33,dns2.registrar-servers.com,15.023,15msec,409
1881,crimea-com.net,193.27.243.158,ns2.crimea-com.net,84.501,86msec,351
1882,crimea-com.net,195.3.244.142,ns.crimea-com.net,103.860,94msec,351
1883,lds.ua,152.66.246.10,N,0.584,0msec,139
1884,lds.ua,152.66.246.10,N,0.609,0msec,139
1885,zabor.zp.ua,91.206.200.227,ns1.ukraine.com.ua,52.700,55msec,238
1886,zabor.zp.ua,91.222.136.245,ns2.ukraine.com.ua,57.372,58msec,238
1887,zabor.zp.ua,62.210.31.111,ns3.ukraine.com.ua,21.094,21msec,238
1888,tekmagazin.com,93.89.18.158,ns1.drmbilisim.com,64.673,78msec,268
1889,tekmagazin.com,93.89.18.159,ns2.drmbilisim.com,62.253,104msec,268
1890,doroga.ua,77.88.202.230,nsc4.srv53.net,55.260,53msec,418
1891,doroga.ua,148.251.31.54,nsb1.srv53.org,18.662,18msec,862
1892,doroga.ua,77.88.202.235,nsc1.srv53.com,57.389,55msec,862
1893,doroga.ua,148.251.31.60,nsb1.srv53.com,18.564,18msec,862
1894,doroga.ua,89.184.64.97,nsd4.srv53.org,21.269,21msec,418
1895,doroga.ua,178.32.247.2,nsa4.srv53.net,24.496,24msec,862
1896,doroga.ua,178.32.247.7,nsa1.srv53.com,24.518,24msec,862
1897,doroga.ua,77.88.202.231,nsc1.srv53.org,57.149,55msec,862
1898,doroga.ua,148.251.31.50,nsb3.srv53.net,18.659,18msec,418
1899,doroga.ua,89.184.64.68,nsd1.srv53.net,21.306,21msec,862
1900,doroga.ua,178.32.247.3,nsa1.srv53.org,24.440,24msec,862
1901,doroga.ua,89.184.64.99,nsd1.srv53.com,21.234,21msec,862
1902,kurs.if.ua,173.245.59.175,hans.ns.cloudflare.com,0.871,3msec,60
1903,kurs.if.ua,173.245.58.224,tani.ns.cloudflare.com,0.891,2msec,60
1904,tomato.ua,198.41.222.173,ns3.digitalocean.com,0.915,103msec,322
1905,tomato.ua,173.245.58.51,ns1.digitalocean.com,0.902,103msec,322
1906,tomato.ua,173.245.59.41,ns2.digitalocean.com,0.924,1msec,322
1907,bceao.int,151.80.25.104,ns2.bceao.int,24.560,24msec,289
1908,bceao.int,213.154.86.2,ns1.bceao.int,,,
1909,exoporn.pro,173.245.59.197,lloyd.ns.cloudflare.com,0.886,1msec,61
1910,exoporn.pro,173.245.58.188,liv.ns.cloudflare.com,0.907,1msec,61
1911,rupor.od.ua,95.216.174.31,ns12.uadns.com,44.380,42msec,278
1912,rupor.od.ua,192.241.147.88,ns11.uadns.com,108.462,111msec,278
1913,rupor.od.ua,82.196.1.175,ns10.uadns.com,27.841,26msec,278
1914,metodlit.ru,193.232.146.1,ns3-l2.nic.ru,47.835,48msec,443
1915,metodlit.ru,91.217.21.1,ns8-l2.nic.ru,67.443,63msec,443
1916,metodlit.ru,185.119.138.10,ns4-cloud.nic.ru,28.163,28msec,443
1917,metodlit.ru,185.119.136.12,ns8-cloud.nic.ru,26.263,,
1918,metodlit.ru,91.217.20.1,ns4-l2.nic.ru,47.505,48msec,443
1919,bou7midnet.ovh,87.98.168.13,dns113.ovh.net,25.131,25msec,353
1920,bou7midnet.ovh,87.98.168.141,ns113.ovh.net,24.448,24msec,353
1921,carmellimo.com,173.201.78.54,pdns10.domaincontrol.com,16.166,15msec,489
1922,carmellimo.com,97.74.110.54,pdns09.domaincontrol.com,18.067,19msec,489
1923,carmellimo.com,97.74.105.26,ns51.domaincontrol.com,18.556,21msec,43
1924,carmellimo.com,173.201.73.26,ns52.domaincontrol.com,15.615,15msec,43
1925,cgmc-psl.fr,213.186.33.102,dns.ovh.net,,25msec,179
1926,cgmc-psl.fr,213.251.128.136,ns.ovh.net,,24msec,179
1927,cosmeto.tn,80.67.16.124,ns.namespace4you.de,17.468,18msec,261
1928,cosmeto.tn,193.223.77.3,ns2.namespace4you.de,15.246,17msec,261
1929,dmcbooking.com,173.245.59.130,mark.ns.cloudflare.com,0.952,1msec,64
1930,dmcbooking.com,173.245.58.111,elsa.ns.cloudflare.com,0.990,1msec,64
1931,hibamp3.org,173.245.58.120,ivy.ns.cloudflare.com,0.875,1msec,61
1932,hibamp3.org,173.245.59.118,ian.ns.cloudflare.com,0.877,2msec,61
1933,made-phone.com,217.160.80.32,ns1032.ui-dns.de,126.546,129msec,282
1934,made-phone.com,217.160.82.87,ns1087.ui-dns.com,124.537,128msec,282
1935,made-phone.com,217.160.81.118,ns1118.ui-dns.biz,126.551,128msec,282
1936,made-phone.com,217.160.83.93,ns1093.ui-dns.org,124.590,126msec,282
1937,omp.tn,152.66.246.10,N,0.631,1msec,127
1938,omp.tn,152.66.246.10,N,0.653,1msec,127
1939,padbyte.com,173.245.58.103,beth.ns.cloudflare.com,0.905,1msec,61
1940,padbyte.com,173.245.59.173,guy.ns.cloudflare.com,0.885,1msec,61
1941,prixmia.com,173.245.59.169,glen.ns.cloudflare.com,0.892,2msec,61
1942,prixmia.com,173.245.58.148,zara.ns.cloudflare.com,0.869,2msec,61
1943,prizat.com,173.201.74.7,ns14.domaincontrol.com,16.167,18msec,278
1944,prizat.com,97.74.106.7,ns13.domaincontrol.com,16.069,19msec,278
1945,uc.rnu.tn,41.228.63.61,ns6.ati.tn,59.997,61msec,398
1946,uc.rnu.tn,41.228.62.61,ns4.ati.tn,57.346,,
1947,voncom.tn,196.203.63.121,ns1.tn.ovh.net,87.560,61msec,278
1948,voncom.tn,196.203.63.120,dns1.tn.ovh.net,56.835,58msec,278
1949,iptvlive.com,185.100.84.36,ns2.flokinet.net,18.590,19msec,423
1950,iptvlive.com,185.100.86.20,ns4.flokinet.net,38.852,39msec,423
1951,iptvlive.com,185.100.84.40,ns1.flokinet.net,18.435,20msec,423
1952,iptvlive.com,185.100.84.21,ns3.flokinet.net,18.248,18msec,423
1953,hxload.co,173.245.58.68,aria.ns.cloudflare.com,0.890,2msec,59
1954,hxload.co,173.245.59.158,donald.ns.cloudflare.com,0.884,1msec,59
1955,issworld.com,208.111.42.190,ns4.web-solutions.eu,198.982,200msec,1014
1956,issworld.com,81.7.150.66,ns.web-solutions.dk,32.413,34msec,1014
1957,issworld.com,208.111.35.186,ns3.web-solutions.eu,172.236,180msec,1014
1958,issworld.com,185.12.179.209,ns2.web-solutions.dk,16.334,22msec,1014
1959,vidmay.com,173.245.58.243,zita.ns.cloudflare.com,0.911,2msec,60
1960,vidmay.com,173.245.59.177,isaac.ns.cloudflare.com,0.892,1msec,60
1961,budgetboost.co,173.245.59.206,micah.ns.cloudflare.com,0.859,2msec,64
1962,budgetboost.co,173.245.58.139,pat.ns.cloudflare.com,0.877,3msec,64
1963,hadfnews.ps,95.216.69.167,ns1.atyaf.co,40.823,40msec,293
1964,hadfnews.ps,95.216.69.167,ns2.atyaf.co,40.807,41msec,293
1965,8createive.com,216.239.38.100,ns3.wixdns.net,20.966,21msec,349
1966,8createive.com,216.239.36.100,ns2.wixdns.net,38.170,38msec,349
1967,cuisinero.net,216.239.38.110,ns-cloud-e4.googledomains.com,20.711,21msec,295
1968,cuisinero.net,216.239.34.110,ns-cloud-e2.googledomains.com,20.992,21msec,295
1969,cuisinero.net,216.239.36.110,ns-cloud-e3.googledomains.com,38.179,38msec,295
1970,cuisinero.net,216.239.32.110,ns-cloud-e1.googledomains.com,24.153,24msec,295
1971,flowerstore.ph,173.201.68.1,ns02.domaincontrol.com,15.599,19msec,443
1972,flowerstore.ph,97.74.100.1,ns01.domaincontrol.com,16.138,17msec,443
1973,go2canada.com,202.71.176.2,dns1.prodatanet.com.ph,197.280,197msec,328
1974,go2canada.com,202.71.176.3,dns2.prodatanet.com.ph,196.440,199msec,344
1975,hdonlines.net,173.245.58.117,gina.ns.cloudflare.com,0.929,1msec,63
1976,hdonlines.net,173.245.59.238,thomas.ns.cloudflare.com,0.890,2msec,63
1977,hi10anime.com,66.33.205.230,ns3.dreamhost.com,155.191,1841msec,504
1978,hi10anime.com,64.90.62.230,ns1.dreamhost.com,152.825,356msec,504
1979,hi10anime.com,208.97.182.10,ns2.dreamhost.com,99.757,200msec,493
1980,himsog8.org,5.189.149.148,ns2.10xhostings.com,26.939,23msec,375
1981,himsog8.org,5.189.149.148,ns1.tenxhost.com,26.947,24msec,375
1982,himsog8.org,5.189.149.148,ns2.tenxhost.com,26.872,23msec,375
1983,himsog8.org,5.189.149.148,ns1.10xhostings.com,26.899,30msec,375
1984,hyipscope.org,185.136.96.77,cns1.dosprotection.com,15.178,15msec,228
1985,hyipscope.org,185.136.97.77,cns2.dosprotection.com,15.459,15msec,228
1986,hyipscope.org,185.136.96.77,ns1.dosprotection.com,15.186,15msec,228
1987,hyipscope.org,185.136.97.77,cns11.dosprotection.com,15.403,15msec,228
1988,instafire.com,66.96.142.148,ns1.mydomain.com,,96msec,217
1989,instafire.com,65.254.254.172,ns2.mydomain.com,,97msec,217
1990,movie1234.net,173.245.59.115,greg.ns.cloudflare.com,0.911,1msec,63
1991,movie1234.net,173.245.58.179,kia.ns.cloudflare.com,0.890,1msec,63
1992,mypayroll.ph,76.74.154.236,ns6.domains.ph,162.068,179msec,383
1993,mypayroll.ph,202.53.150.12,ns5.domains.ph,190.998,192msec,383
1994,philrep.com.ph,173.201.77.20,ns40.domaincontrol.com,18.044,18msec,202
1995,philrep.com.ph,97.74.109.20,ns39.domaincontrol.com,16.179,19msec,202
1996,rehabs.ph,173.201.72.15,ns30.domaincontrol.com,16.116,18msec,158
1997,rehabs.ph,97.74.104.15,ns29.domaincontrol.com,15.624,19msec,158
1998,rookmedia.net,173.201.71.14,ns28.domaincontrol.com,15.572,19msec,550
1999,rookmedia.net,97.74.103.14,ns27.domaincontrol.com,16.123,19msec,550
2000,shopbasic.ph,64.98.148.16,ns2.systemdns.com,107.079,116msec,211
2001,shopbasic.ph,216.40.47.90,ns1.systemdns.com,126.078,124msec,211
2002,shopbasic.ph,64.99.96.36,ns3.systemdns.com,123.129,123msec,211
2003,sobelieve.com,216.87.152.33,dns2.namecheaphosting.com,14.514,17msec,291
2004,sobelieve.com,216.87.155.33,dns1.namecheaphosting.com,21.769,22msec,291
2005,trabaho.com,74.124.210.242,ns1.inmotionhosting.com,169.762,169msec,209
2006,trabaho.com,70.39.150.2,ns2.inmotionhosting.com,111.203,111msec,209
2007,tsu.edu.ph,173.245.59.88,clay.ns.cloudflare.com,0.926,1msec,60
2008,tsu.edu.ph,173.245.58.219,sandy.ns.cloudflare.com,0.882,2msec,60
2009,upou.edu.ph,208.80.126.4,ns12.dnsmadeeasy.com,16.173,16msec,240
2010,upou.edu.ph,208.80.125.4,ns13.dnsmadeeasy.com,15.882,20msec,240
2011,upou.edu.ph,208.80.124.4,ns11.dnsmadeeasy.com,18.304,16msec,240
2012,upou.edu.ph,208.80.127.4,ns14.dnsmadeeasy.com,18.653,19msec,169
2013,upou.edu.ph,208.94.148.4,ns10.dnsmadeeasy.com,18.111,21msec,240
2014,upou.edu.ph,208.94.149.4,ns15.dnsmadeeasy.com,18.011,18msec,240
2015,viatechnik.com,173.245.58.143,ruth.ns.cloudflare.com,0.905,4msec,64
2016,viatechnik.com,173.245.59.130,mark.ns.cloudflare.com,0.942,1msec,64
2017,watch32.org,173.245.58.142,roxy.ns.cloudflare.com,0.873,2msec,61
2018,watch32.org,173.245.59.138,ray.ns.cloudflare.com,0.887,1msec,61
2019,y8.games,173.245.58.58,aida.ns.cloudflare.com,0.826,1msec,58
2020,y8.games,173.245.59.144,theo.ns.cloudflare.com,0.894,1msec,58
2021,cam.lat,216.87.155.33,dns1.registrar-servers.com,21.239,22msec,448
2022,cam.lat,216.87.152.33,dns2.registrar-servers.com,15.108,15msec,448
2023,12mua.net,45.79.87.62,ns1.visiondns.net,179.174,179msec,277
2024,12mua.net,103.3.244.166,ns2.visiondns.net,269.883,298msec,277
2025,12mua.net,45.118.133.225,ns-bak.vdns.vn,267.531,265msec,277
2026,abby.vn,150.95.19.148,ns-a5.cloud.z.com,281.486,288msec,282
2027,abby.vn,103.234.169.68,ns-a3.cloud.z.com,200.880,211msec,282
2028,abby.vn,157.7.225.68,ns-a1.cloud.z.com,285.445,285msec,282
2029,ani4u.org,173.245.59.134,norm.ns.cloudflare.com,0.894,1msec,59
2030,ani4u.org,173.245.58.171,jessica.ns.cloudflare.com,0.875,2msec,59
2031,apshop.vn,222.255.121.247,ns2.pavietnam.vn,210.095,210msec,550
2032,apshop.vn,112.213.89.22,nsbak.pavietnam.net,212.469,226msec,550
2033,apshop.vn,112.213.89.3,ns1.pavietnam.vn,210.564,207msec,550
2034,architech.vn,198.252.97.120,ns6.hawkhost.com,21.174,23msec,291
2035,architech.vn,198.252.96.120,ns5.hawkhost.com,21.238,22msec,291
2036,autopaypm.com,173.245.58.203,mimi.ns.cloudflare.com,0.888,1msec,63
2037,autopaypm.com,173.245.59.88,clay.ns.cloudflare.com,0.896,1msec,63
2038,azbacklink.com,173.201.71.44,ns68.domaincontrol.com,16.066,16msec,269
2039,azbacklink.com,97.74.103.44,ns67.domaincontrol.com,18.633,19msec,269
2040,bepviet.vn,222.255.121.247,ns2.pavietnam.vn,210.078,205msec,520
2041,bepviet.vn,112.213.89.3,ns1.pavietnam.vn,211.961,209msec,520
2042,bibabo.vn,173.245.58.200,mia.ns.cloudflare.com,0.879,2msec,59
2043,bibabo.vn,173.245.59.76,brett.ns.cloudflare.com,0.901,2msec,59
2044,bkhost.vn,112.213.89.22,ns3.pavietnam.vn,207.657,210msec,676
2045,bkhost.vn,112.213.89.22,nsbak.pavietnam.net,209.215,209msec,676
2046,bkhost.vn,222.255.121.247,ns2.pavietnam.vn,210.047,208msec,676
2047,bkhost.vn,112.213.89.3,ns1.pavietnam.vn,209.099,206msec,676
2048,bkhost.vn,222.255.121.166,ns4.pavietnam.vn,206.133,211msec,648
2049,blogloi.com,103.27.63.85,ns1.vhost.vn,209.891,209msec,217
2050,blogloi.com,103.231.188.244,ns2.vhost.vn,156.408,163msec,217
2051,btb.vn,152.66.246.10,N,0.665,0msec,288
2052,btb.vn,152.66.246.10,N,0.605,0msec,288
2053,btb.vn,152.66.246.10,N,0.574,1msec,288
2054,canmuaban.vn,13.250.228.99,ns1.matbao.com,271.694,269msec,145
2055,canmuaban.vn,35.198.246.158,ns2.matbao.com,309.748,309msec,145
2056,cashbag.vn,13.250.228.99,ns1.matbao.com,271.807,287msec,343
2057,cashbag.vn,35.198.246.158,ns2.matbao.com,309.890,306msec,343
2058,cayphim.net,173.245.58.102,anna.ns.cloudflare.com,0.863,1msec,61
2059,cayphim.net,173.245.59.58,albert.ns.cloudflare.com,0.938,1msec,61
2060,cenhomes.vn,222.255.121.247,ns2.dotvndns.vn,210.049,209msec,480
2061,cenhomes.vn,112.213.89.22,nsbak.dotvndns.com,207.835,206msec,480
2062,cenhomes.vn,112.213.89.3,ns1.dotvndns.vn,209.234,206msec,480
2063,cohoc.net,115.84.181.10,ns2.viettelidc.com.vn,278.731,,
2064,cohoc.net,115.84.177.33,ns1.viettelidc.com.vn,278.330,,
2065,cohoc.net,115.84.177.8,ns.viettelidc.com.vn,281.557,,
2066,congtysango.vn,35.198.246.158,ns2.matbao.vn,309.782,313msec,296
2067,congtysango.vn,13.250.228.99,ns1.matbao.vn,271.678,278msec,264
2068,cotripro.vn,123.30.50.41,ns2.zonedns.vn,206.148,200msec,191
2069,cotripro.vn,203.162.79.157,ns3.zonedns.vn,205.898,210msec,191
2070,cotripro.vn,103.28.36.30,ns1.zonedns.vn,340.365,342msec,191
2071,crmviet.vn,103.231.188.244,ns2.vhost.vn,156.448,162msec,299
2072,crmviet.vn,103.27.63.85,ns1.vhost.vn,209.654,210msec,299
2073,daknong.edu.vn,112.213.89.22,nsbak.dotvndns.com,206.055,211msec,459
2074,daknong.edu.vn,112.213.89.3,ns1.dotvndns.vn,215.805,,
2075,daknong.edu.vn,222.255.121.247,ns2.dotvndns.vn,210.180,206msec,459
2076,dichvuhay.vn,173.245.58.160,gwen.ns.cloudflare.com,0.880,3msec,62
2077,dichvuhay.vn,173.245.59.233,skip.ns.cloudflare.com,0.872,1msec,62
2078,doviweb.com,97.74.106.47,ns73.domaincontrol.com,20.335,17msec,416
2079,doviweb.com,173.201.74.47,ns74.domaincontrol.com,20.349,20msec,416
2080,epal.vn,203.162.79.157,ns3.zonedns.vn,206.787,210msec,334
2081,epal.vn,103.28.36.30,ns1.zonedns.vn,340.941,344msec,334
2082,epal.vn,123.30.50.41,ns2.zonedns.vn,206.167,,
2083,free-html.com,103.18.7.201,NS1.TENTEN.VN,241.138,256msec,337
2084,free-html.com,103.18.7.202,NS2.TENTEN.VN,237.602,238msec,337
2085,free-html.com,133.130.107.205,NS3.TENTEN.VN,293.928,275msec,337
2086,free-html.com,,103.18.7.20,,,
2087,free-html.com,,2404:f080:1101:322:a150:95:113:227,,,
2088,free-html.com,,103.18.7.20,,,
2089,free-html.com,,2404:f080:1101:322:a150:95:113:227,,,
2090,free-html.com,,133.130.107.20,,,
2091,free-html.com,,2404:f080:1101:322:a150:95:113:227,,,
2092,friv.uk.com,162.88.60.49,ns4fmw.name.com,23.028,25msec,446
2093,friv.uk.com,162.88.61.49,ns3fgh.name.com,23.599,23msec,446
2094,friv.uk.com,162.88.61.47,ns1vwx.name.com,18.080,30msec,446
2095,friv.uk.com,162.88.60.47,ns2dky.name.com,17.986,21msec,446
2096,fsend.vn,173.245.59.129,lee.ns.cloudflare.com,0.913,3msec,58
2097,fsend.vn,173.245.58.136,nina.ns.cloudflare.com,0.892,1msec,58
2098,gachngay.com,173.245.59.97,dane.ns.cloudflare.com,0.889,2msec,62
2099,gachngay.com,173.245.58.110,elle.ns.cloudflare.com,0.938,2msec,62
2100,gamethuvn.net,173.245.59.137,phil.ns.cloudflare.com,0.881,3msec,63
2101,gamethuvn.net,173.245.58.117,gina.ns.cloudflare.com,0.902,3msec,63
2102,gamota.com,173.245.59.116,hank.ns.cloudflare.com,0.899,1msec,60
2103,gamota.com,173.245.58.186,lila.ns.cloudflare.com,0.889,3msec,60
2104,giayla.com,216.239.36.107,ns-cloud-b3.googledomains.com,38.198,38msec,2010
2105,giayla.com,216.239.38.107,ns-cloud-b4.googledomains.com,20.913,21msec,2010
2106,giayla.com,216.239.34.107,ns-cloud-b2.googledomains.com,21.061,21msec,2010
2107,giayla.com,216.239.32.107,ns-cloud-b1.googledomains.com,20.838,21msec,2010
2108,gpquinhon.org,66.96.142.163,ns1.ipage.com,,97msec,306
2109,gpquinhon.org,65.254.254.151,ns2.ipage.com,,97msec,306
2110,hachi.com.vn,222.255.121.247,ns2.hostingviet.vn,210.082,207msec,541
2111,hachi.com.vn,112.213.89.3,ns1.hostingviet.vn,209.281,206msec,541
2112,hacklike.org,112.213.89.22,nsbak.pavietnam.net,209.652,204msec,330
2113,hacklike.org,112.213.89.3,ns1.pavietnam.vn,212.492,206msec,330
2114,hacklike.org,222.255.121.247,ns2.pavietnam.vn,209.983,205msec,330
2115,hanoi24h.net,216.87.155.33,dns1.registrar-servers.com,21.617,22msec,356
2116,hanoi24h.net,216.87.152.33,dns2.registrar-servers.com,14.849,18msec,356
2117,hcmuaf.edu.vn,112.213.89.3,ns1.dotvndns.vn,211.201,203msec,477
2118,hcmuaf.edu.vn,222.255.121.247,ns2.dotvndns.vn,210.048,212msec,477
2119,hcmuaf.edu.vn,112.213.89.22,nsbak.dotvndns.com,206.913,206msec,477
2120,hoanhap.vn,123.30.50.41,ns2.zonedns.vn,206.191,205msec,190
2121,hoanhap.vn,203.162.79.157,ns3.zonedns.vn,205.969,208msec,190
2122,hoanhap.vn,103.28.36.30,ns1.zonedns.vn,340.370,,
2123,homefurni.vn,35.198.246.158,ns2.matbao.vn,309.694,309msec,232
2124,homefurni.vn,13.250.228.99,ns1.matbao.vn,271.906,260msec,232
2125,hungmobile.vn,35.198.246.158,ns2.matbao.vn,309.736,319msec,395
2126,hungmobile.vn,13.250.228.99,ns1.matbao.vn,271.641,280msec,363
2127,hyipola.com,97.74.108.29,ns57.domaincontrol.com,15.588,19msec,238
2128,hyipola.com,173.201.76.29,ns58.domaincontrol.com,18.465,16msec,238
2129,iconicjob.vn,205.251.198.5,ns-1541.awsdns-00.co.uk,21.468,22msec,697
2130,iconicjob.vn,205.251.193.50,ns-306.awsdns-38.com,21.190,21msec,697
2131,iconicjob.vn,205.251.195.205,ns-973.awsdns-57.net,31.101,31msec,697
2132,iconicjob.vn,205.251.197.77,ns-1357.awsdns-41.org,7.833,8msec,697
2133,inoxgiare.vn,222.255.121.247,ns2.pavietnam.vn,210.056,206msec,365
2134,inoxgiare.vn,112.213.89.3,ns1.pavietnam.vn,210.492,206msec,365
2135,inoxgiare.vn,112.213.89.22,nsbak.pavietnam.net,206.520,219msec,365
2136,invest.com.vn,202.92.4.8,ns2.inet.vn,220.958,209msec,620
2137,invest.com.vn,125.212.192.37,ns1.inet.vn,279.266,280msec,620
2138,jbb512.com,156.154.67.95,pdns95.ultradns.org,31.824,133msec,300
2139,jbb512.com,156.154.64.95,pdns95.ultradns.com,38.319,38msec,300
2140,jbb512.com,156.154.65.95,pdns95.ultradns.net,39.481,39msec,300
2141,jbb512.com,156.154.66.95,pdns95.ultradns.biz,39.407,37msec,300
2142,jeju.com.vn,35.198.246.158,ns2.matbao.vn,309.614,,
2143,jeju.com.vn,13.250.228.99,ns1.matbao.vn,271.777,,
2144,jobhop.vn,173.245.59.186,jonah.ns.cloudflare.com,0.896,13msec,59
2145,jobhop.vn,173.245.58.117,gina.ns.cloudflare.com,0.838,1msec,59
2146,kenhlike.com,103.48.81.11,ns1.bkdns.vn,203.699,209msec,321
2147,kenhlike.com,188.166.250.69,ns2.bkdns.vn,266.314,268msec,321
2148,khanhlinhpc.vn,112.213.89.3,ns1.pavietnam.vn,215.521,207msec,383
2149,khanhlinhpc.vn,112.213.89.22,nsbak.pavietnam.net,208.960,204msec,383
2150,khanhlinhpc.vn,222.255.121.247,ns2.pavietnam.vn,210.050,210msec,383
2151,khoedep.vn,173.245.59.150,woz.ns.cloudflare.com,0.848,2msec,60
2152,khoedep.vn,173.245.58.118,iris.ns.cloudflare.com,0.915,1msec,60
2153,kingbbq.com.vn,112.213.89.3,ns1.dotvndns.vn,214.563,209msec,329
2154,kingbbq.com.vn,112.213.89.22,nsbak.dotvndns.com,212.652,213msec,329
2155,kingbbq.com.vn,222.255.121.247,ns2.dotvndns.vn,210.054,212msec,329
2156,kingfpt.com,173.245.59.85,chris.ns.cloudflare.com,0.890,2msec,61
2157,kingfpt.com,173.245.58.89,dahlia.ns.cloudflare.com,0.888,2msec,61
2158,kohler.com.vn,99.99.99.136,ns-east.cerf.net,123.074,125msec,259
2159,kohler.com.vn,68.94.156.136,ns-west.cerf.net,142.263,141msec,259
2160,laptopno1.com,216.245.203.122,ns1.dns-diy.net,141.297,,
2161,laptopno1.com,208.115.222.26,ns2.dns-diy.net,140.451,283msec,398
2162,luathungson.vn,112.213.89.3,ns1.pavietnam.vn,209.977,210msec,330
2163,luathungson.vn,112.213.89.22,nsbak.pavietnam.net,207.410,207msec,330
2164,luathungson.vn,222.255.121.247,ns2.pavietnam.vn,210.806,205msec,330
2165,m88sut.com,173.245.59.188,kai.ns.cloudflare.com,0.861,1msec,60
2166,m88sut.com,173.245.58.59,ali.ns.cloudflare.com,0.892,2msec,60
2167,magix.vn,173.245.59.145,tim.ns.cloudflare.com,0.970,2msec,58
2168,magix.vn,173.245.58.180,kiki.ns.cloudflare.com,0.859,2msec,58
2169,manchieugiare.vn,,103.18.7.20,,,
2170,manchieugiare.vn,,103.18.7.20,,,
2171,manchieugiare.vn,,3.0.184.6,,,
2172,mediaz.vn,173.245.59.137,phil.ns.cloudflare.com,0.900,1msec,59
2173,mediaz.vn,173.245.58.101,amy.ns.cloudflare.com,0.880,2msec,59
2174,megabus.vn,103.18.7.205,NS5.TENTEN.vn,225.825,221msec,509
2175,megabus.vn,3.0.184.68,NS6.TENTEN.vn,261.583,268msec,509
2176,megabus.vn,103.18.7.204,NS4.TENTEN.vn,222.612,222msec,509
2177,megabus.vn,,103.18.7.20,,,
2178,megabus.vn,,103.18.7.20,,,
2179,megabus.vn,,3.0.184.6,,,
2180,mga.vn,152.66.246.10,N,0.603,0msec,205
2181,mga.vn,152.66.246.10,N,0.662,1msec,205
2182,mientaynet.com,103.28.36.30,ns1.zonedns.vn,340.284,344msec,279
2183,mientaynet.com,203.162.79.157,ns3.zonedns.vn,206.006,208msec,279
2184,mientaynet.com,123.30.50.41,ns2.zonedns.vn,212.756,,
2185,mindx.edu.vn,115.84.181.10,ns2.viettelidc.com.vn,278.877,,
2186,mindx.edu.vn,115.84.177.8,ns.viettelidc.com.vn,281.587,,
2187,mindx.edu.vn,115.84.177.33,ns1.viettelidc.com.vn,278.287,,
2188,minhhop.net,173.201.71.4,ns08.domaincontrol.com,18.016,20msec,508
2189,minhhop.net,97.74.103.4,ns07.domaincontrol.com,18.569,19msec,508
2190,mobistore.vn,203.162.4.1,hcm-server1.vnn.vn,211.568,210msec,206
2191,mobistore.vn,203.162.0.11,vdc-hn01.vnn.vn,,290msec,282
2192,modskinpro.com,173.245.59.227,rocky.ns.cloudflare.com,0.907,1msec,64
2193,modskinpro.com,173.245.58.108,dora.ns.cloudflare.com,0.918,1msec,64
2194,monotaro.sg,205.251.195.87,ns-855.awsdns-42.net,33.637,32msec,538
2195,monotaro.sg,205.251.196.117,ns-1141.awsdns-14.org,7.821,9msec,538
2196,monotaro.sg,205.251.193.93,ns-349.awsdns-43.com,21.162,22msec,538
2197,monotaro.sg,205.251.198.222,ns-1758.awsdns-27.co.uk,21.308,22msec,538
2198,muabanraovattop.com,,103.18.7.20,,,
2199,muabanraovattop.com,,2404:f080:1101:322:a150:95:113:227,,,
2200,muabanraovattop.com,,103.18.7.20,,,
2201,muabanraovattop.com,,2404:f080:1101:322:a150:95:113:227,,,
2202,muabanraovattop.com,,133.130.107.20,,,
2203,muabanraovattop.com,,2404:f080:1101:322:a150:95:113:227,,,
2204,myphamhang.com,97.74.103.24,ns47.domaincontrol.com,18.117,18msec,160
2205,myphamhang.com,173.201.71.24,ns48.domaincontrol.com,,19msec,160
2206,nhabep89.com,103.28.36.30,ns1.zonedns.vn,340.327,,
2207,nhabep89.com,203.162.79.157,ns3.zonedns.vn,205.909,209msec,194
2208,nhabep89.com,123.30.50.41,ns2.zonedns.vn,212.788,208msec,194
2209,ocb.com.vn,112.213.89.22,nsbak.dotvndns.com,207.035,215msec,448
2210,ocb.com.vn,210.245.31.130,dns13.fpt.vn,382.979,,
2211,ocb.com.vn,112.213.89.3,ns1.dotvndns.vn,209.747,206msec,448
2212,ocb.com.vn,210.245.31.10,dns14.fpt.vn,374.778,371msec,51
2213,ocb.com.vn,222.255.121.247,ns2.dotvndns.vn,210.079,207msec,448
