IP,NAMESERVER,Query time,Msg size
173.245.59.195,lars.ns.cloudflare.com,5msec,72
97.74.103.14,ns27.domaincontrol.com,5msec,51
173.201.71.14,ns28.domaincontrol.com,3msec,51
202.2.57.67,ns01.anz.com,151msec,57
202.2.57.59,ns02.anz.com,232msec,57
173.245.59.111,ed.ns.cloudflare.com,4msec,70
173.245.58.219,sandy.ns.cloudflare.com,4msec,73
95.100.174.64,eur3.akam.net,286msec,58
23.61.199.66,usw1.akam.net,25msec,58
2.16.130.64,eur1.akam.net,75msec,58
75.akam.net.,ns,,
23.211.132.65,usw7.akam.net,38msec,58
96.7.49.64,use2.akam.net,172msec,58
95.101.36.64,asia2.akam.net,36msec,59
1457.awsdns,n,,
1599.awsdns,n,,
304.awsdns,n,,
665.awsdns,n,,
45.58.113.194,ns1.reqoute.net,255msec,142
206.221.176.3,ns3.reqoute.net,348msec,142
104.243.34.204,ns2.reqoute.net,255msec,142
198.51.44.7,dns1.p07.nsone.net,44msec,110
198.51.45.7,dns2.p07.nsone.net,40msec,110
198.51.44.71,dns3.p07.nsone.net,44msec,110
198.51.45.71,dns4.p07.nsone.net,41msec,110
173.245.59.126,josh.ns.cloudflare.com,4msec,72
173.245.58.188,liv.ns.cloudflare.com,4msec,71
65.akam.net.,ns,,
67.akam.net.,ns,,
66.akam.net.,ns,,
117.akam.net.,ns,,
88.208.15.56,ns.anycastns2.org,254msec,46
88.208.15.58,ns.anycastns2.org,226msec,46
88.208.15.57,ns.anycastns1.org,225msec,187
88.208.15.55,ns.anycastns1.org,254msec,187
173.245.59.104,bob.ns.cloudflare.com,5msec,71
173.245.58.143,ruth.ns.cloudflare.com,7msec,72
97.74.110.54,pdns09.domaincontrol.com,3msec,53
173.201.78.54,pdns10.domaincontrol.com,3msec,53
140.205.29.114,vip2.alidns.com,382msec,44
14.1.112.12,vip2.alidns.com,37msec,44
106.11.41.152,vip2.alidns.com,381msec,44
106.11.30.114,vip2.alidns.com,317msec,44
140.205.1.2,vip2.alidns.com,3msec,44
203.119.159.112,vip2.alidns.com,279msec,44
116.211.173.152,vip2.alidns.com,248msec,44
47.88.44.152,vip2.alidns.com,253msec,44
121.29.51.152,vip2.alidns.com,344msec,44
106.11.41.151,vip1.alidns.com,,
116.211.173.151,vip1.alidns.com,,
106.11.30.113,vip1.alidns.com,300msec,44
140.205.29.113,vip1.alidns.com,277msec,44
47.88.44.151,vip1.alidns.com,225msec,44
203.119.159.111,vip1.alidns.com,337msec,44
121.29.51.151,vip1.alidns.com,414msec,44
14.1.112.11,vip1.alidns.com,36msec,44
140.205.1.1,vip1.alidns.com,4msec,44
l2.nic.ru.,ns,,
l2.nic.ru.,ns,,
l2.nic.ru.,ns,,
cloud.nic.ru.,ns,,
cloud.nic.ru.,ns,,
208.78.70.22,ns1.p22.dynect.net,4msec,240
204.13.251.22,ns4.p22.dynect.net,4msec,212
208.78.71.22,ns3.p22.dynect.net,5msec,240
204.13.250.22,ns2.p22.dynect.net,4msec,212
173.245.59.126,josh.ns.cloudflare.com,4msec,72
173.245.58.177,kami.ns.cloudflare.com,4msec,72
160.17.13.6,ns1.x.recruit.co.jp,77msec,146
160.17.13.7,ns2.x.recruit.co.jp,71msec,146
1037.awsdns,n,,
128.awsdns,n,,
1966.awsdns,n,,
791.awsdns,n,,
52.74.43.18,ns3.dnsv4.com,4msec,240
14.215.150.14,ns3.dnsv4.com,227msec,240
61.151.180.49,ns3.dnsv4.com,,
59.36.120.145,ns3.dnsv4.com,199msec,240
61.129.8.140,ns3.dnsv4.com,,
125.39.213.169,ns3.dnsv4.com,225msec,240
182.140.167.169,ns3.dnsv4.com,,
162.14.18.121,ns3.dnsv4.com,6msec,240
183.232.90.141,ns3.dnsv4.com,46msec,240
162.14.18.188,ns4.dnsv4.com,4msec,240
58.251.86.11,ns4.dnsv4.com,314msec,240
14.215.150.15,ns4.dnsv4.com,228msec,240
52.74.43.18,ns4.dnsv4.com,5msec,240
183.232.90.141,ns4.dnsv4.com,48msec,240
223.166.151.14,ns4.dnsv4.com,,
111.161.57.58,ns4.dnsv4.com,248msec,240
61.151.180.50,ns4.dnsv4.com,,
223.166.151.15,ns4.dnsv4.com,,
140.205.29.114,vip2.alidns.com,334msec,44
14.1.112.12,vip2.alidns.com,37msec,44
106.11.41.152,vip2.alidns.com,348msec,44
106.11.30.114,vip2.alidns.com,338msec,44
140.205.1.2,vip2.alidns.com,5msec,44
203.119.159.112,vip2.alidns.com,266msec,44
116.211.173.152,vip2.alidns.com,210msec,44
47.88.44.152,vip2.alidns.com,179msec,44
121.29.51.152,vip2.alidns.com,404msec,44
106.11.41.151,vip1.alidns.com,341msec,44
116.211.173.151,vip1.alidns.com,262msec,44
106.11.30.113,vip1.alidns.com,328msec,44
140.205.29.113,vip1.alidns.com,329msec,44
47.88.44.151,vip1.alidns.com,251msec,44
203.119.159.111,vip1.alidns.com,323msec,44
121.29.51.151,vip1.alidns.com,336msec,44
14.1.112.11,vip1.alidns.com,36msec,44
140.205.1.1,vip1.alidns.com,4msec,44
1124.awsdns,n,,
1665.awsdns,n,,
283.awsdns,n,,
927.awsdns,n,,
217.79.217.220,ns1.trivago.net,224msec,164
194.153.186.11,ns2.trivago.net,258msec,88
222.akam.net.,a,,
64.akam.net.,a,,
66.akam.net.,a,,
64.akam.net.,a1,,
65.akam.net.,a1,,
67.akam.net.,a,,
209.112.113.33,ns.domainnetwork.se,227msec,112
209.112.114.33,ns2.domainnetwork.se,223msec,113
173.245.58.59,ali.ns.cloudflare.com,6msec,71
173.245.59.232,simon.ns.cloudflare.com,4msec,73
18.235.54.99,ns2.dnsv5.com,248msec,272
162.14.18.121,ns2.dnsv5.com,6msec,272
182.254.20.44,ns2.dnsv5.com,206msec,272
14.215.150.13,ns2.dnsv5.com,227msec,272
180.163.19.12,ns2.dnsv5.com,,
101.226.220.12,ns2.dnsv5.com,,
61.151.180.52,ns2.dnsv5.com,,
59.36.120.147,ns2.dnsv5.com,152msec,272
52.198.159.146,ns2.dnsv5.com,77msec,272
125.39.213.166,ns2.dnsv5.com,310msec,272
223.166.151.126,ns2.dnsv5.com,,
52.77.238.92,ns1.dnsv5.com,5msec,256
61.151.180.51,ns1.dnsv5.com,,
58.251.86.12,ns1.dnsv5.com,252msec,256
14.215.150.16,ns1.dnsv5.com,242msec,256
59.36.120.148,ns1.dnsv5.com,,
18.194.2.137,ns1.dnsv5.com,220msec,256
223.166.151.16,ns1.dnsv5.com,,
117.135.170.109,ns1.dnsv5.com,232msec,256
162.14.18.188,ns1.dnsv5.com,4msec,256
182.140.167.191,ns1.dnsv5.com,,
162.159.24.4,ns1.dnsimple.com,84msec,89
162.159.25.4,ns2.dnsimple.com,76msec,89
162.159.26.4,ns3.dnsimple.com,75msec,89
162.159.27.4,ns4.dnsimple.com,75msec,89
173.245.59.155,dilbert.ns.cloudflare.com,4msec,75
173.245.58.195,meera.ns.cloudflare.com,5msec,73
69.36.145.33,g4.nstld.com,40msec,41
209.112.114.33,f4.nstld.com,71msec,41
209.112.113.33,a4.nstld.com,42msec,41
173.245.59.120,ivan.ns.cloudflare.com,5msec,72
173.245.58.133,lucy.ns.cloudflare.com,4msec,72
173.245.58.101,amy.ns.cloudflare.com,5msec,71
173.245.59.183,jobs.ns.cloudflare.com,5msec,72
173.245.59.175,hans.ns.cloudflare.com,5msec,72
173.245.58.161,heather.ns.cloudflare.com,5msec,75
a.root,,,
77.235.56.43,ns2.24medians.com,172msec,62
204.13.251.28,ns4.p28.dynect.net,4msec,212
204.13.250.28,ns2.p28.dynect.net,4msec,212
208.78.71.28,ns3.p28.dynect.net,4msec,240
208.78.70.28,ns1.p28.dynect.net,7msec,240
173.245.58.63,amanda.ns.cloudflare.com,5msec,74
173.245.59.227,rocky.ns.cloudflare.com,5msec,73
111.161.57.77,f1g1ns1.dnspod.net,200msec,229
14.215.155.156,f1g1ns1.dnspod.net,243msec,229
14.215.155.170,f1g1ns1.dnspod.net,145msec,229
180.163.19.15,f1g1ns1.dnspod.net,,
182.140.167.166,f1g1ns1.dnspod.net,,
14.215.150.17,f1g1ns1.dnspod.net,,
61.151.180.44,f1g1ns1.dnspod.net,,
58.247.212.36,f1g1ns1.dnspod.net,,
61.129.8.159,f1g1ns2.dnspod.net,,
111.161.57.81,f1g1ns2.dnspod.net,293msec,229
14.215.155.203,f1g1ns2.dnspod.net,251msec,229
58.247.212.48,f1g1ns2.dnspod.net,332msec,229
58.247.212.119,f1g1ns2.dnspod.net,363msec,229
183.192.201.90,f1g1ns2.dnspod.net,,
182.140.167.188,f1g1ns2.dnspod.net,,
101.226.220.16,f1g1ns2.dnspod.net,,
173.245.59.70,austin.ns.cloudflare.com,4msec,74
173.245.58.124,kate.ns.cloudflare.com,7msec,72
1462.awsdns,n,,
1548.awsdns,n,,
470.awsdns,n,,
711.awsdns,n,,
1290.awsdns,n,,
187.awsdns,n,,
1875.awsdns,n,,
983.awsdns,n,,
79.98.29.142,ns2.serveriai.lt,297msec,233
162.159.25.253,ns4.serveriai.lt,4msec,66
162.159.24.19,ns3.serveriai.lt,4msec,66
79.98.25.142,ns1.serveriai.lt,181msec,233
208.78.70.37,ns1.p37.dynect.net,4msec,240
156.154.64.108,pdns108.ultradns.com,7msec,396
156.154.65.108,pdns108.ultradns.net,4msec,396
156.154.66.108,pdns108.ultradns.biz,175msec,396
208.78.71.37,ns3.p37.dynect.net,4msec,240
a.root,,,
208.78.70.28,ns1.p28.dynect.net,4msec,240
204.13.251.28,ns4.p28.dynect.net,5msec,212
204.13.250.28,ns2.p28.dynect.net,3msec,212
208.78.71.28,ns3.p28.dynect.net,4msec,240
1449.awsdns,n,,
1980.awsdns,n,,
344.awsdns,n,,
740.awsdns,n,,
123.30.51.247,ns7.synerfy.vn,59msec,43
210.245.87.125,ns8.synerfy.vn,36msec,43
173.193.24.114,ns6.synerfy.vn,307msec,43
210.134.60.132,ns0.kagoya.net,81msec,107
203.142.206.132,ns1.kagoya.net,498msec,107
173.245.59.176,henry.ns.cloudflare.com,5msec,73
173.245.58.201,michelle.ns.cloudflare.com,5msec,76
23.211.132.65,usw7.akam.net,38msec,58
72.246.46.65,use9.akam.net,55msec,58
2.22.230.64,eur6.akam.net,232msec,58
96.7.50.65,usc5.akam.net,256msec,86
2.16.40.64,use5.akam.net,323msec,86
184.26.161.64,usw2.akam.net,238msec,58
194.204.49.1,ns2.zone.ee,251msec,418
217.146.66.65,ns.zone.eu,347msec,347
90.191.225.242,ns3.zonedata.net,230msec,212
173.245.58.132,lola.ns.cloudflare.com,4msec,72
173.245.59.149,will.ns.cloudflare.com,4msec,72
1150.awsdns,n,,
126.awsdns,n,,
1741.awsdns,n,,
544.awsdns,n,,
173.245.59.104,bob.ns.cloudflare.com,7msec,71
173.245.58.116,gail.ns.cloudflare.com,4msec,72
173.245.59.186,jonah.ns.cloudflare.com,5msec,73
173.245.58.192,maria.ns.cloudflare.com,4msec,73
208.80.126.2,ns2.dnsmadeeasy.com,38msec,416
208.80.124.2,ns1.dnsmadeeasy.com,35msec,416
208.94.148.2,ns0.dnsmadeeasy.com,3msec,416
208.80.125.2,ns3.dnsmadeeasy.com,35msec,416
208.80.127.2,ns4.dnsmadeeasy.com,42msec,416
67.akam.net.,a,,
66.akam.net.,a,,
67.akam.net.,a1,,
64.akam.net.,a1,,
250.akam.net.,a,,
65.akam.net.,a,,
133.akam.net.,ns,,
184.85.248.64,asia4.akam.net,190msec,59
96.7.49.64,use2.akam.net,167msec,58
184.26.161.64,usw2.akam.net,161msec,58
2.22.230.64,eur6.akam.net,220msec,58
2.16.40.64,use5.akam.net,273msec,86
72.246.46.65,use9.akam.net,55msec,58
173.245.58.111,elsa.ns.cloudflare.com,5msec,72
173.245.59.136,pete.ns.cloudflare.com,4msec,72
1162.awsdns,n,,
1973.awsdns,n,,
276.awsdns,n,,
528.awsdns,n,,
216.21.236.10,dns010.d.register.com,395msec,66
1408.awsdns,n,,
1647.awsdns,n,,
489.awsdns,n,,
813.awsdns,n,,
173.245.58.108,dora.ns.cloudflare.com,4msec,72
173.245.59.247,west.ns.cloudflare.com,4msec,72
106.11.211.68,dns20.hichina.com,281msec,202
106.11.211.58,dns20.hichina.com,287msec,202
106.11.141.128,dns20.hichina.com,321msec,202
106.11.141.118,dns20.hichina.com,342msec,202
140.205.41.28,dns20.hichina.com,349msec,202
140.205.41.18,dns20.hichina.com,260msec,202
140.205.81.28,dns20.hichina.com,300msec,202
140.205.81.18,dns20.hichina.com,411msec,202
106.11.211.67,dns19.hichina.com,280msec,202
106.11.211.57,dns19.hichina.com,322msec,202
106.11.141.127,dns19.hichina.com,291msec,202
106.11.141.117,dns19.hichina.com,298msec,202
140.205.41.27,dns19.hichina.com,262msec,202
140.205.41.17,dns19.hichina.com,262msec,202
140.205.81.27,dns19.hichina.com,305msec,202
140.205.81.17,dns19.hichina.com,346msec,202
198.51.44.3,dns1.p03.nsone.net,38msec,110
198.51.45.3,dns2.p03.nsone.net,42msec,110
198.51.44.67,dns3.p03.nsone.net,40msec,110
198.51.45.67,dns4.p03.nsone.net,39msec,110
173.245.59.71,bart.ns.cloudflare.com,5msec,72
173.245.58.120,ivy.ns.cloudflare.com,4msec,71
173.245.59.82,chad.ns.cloudflare.com,5msec,72
173.245.58.200,mia.ns.cloudflare.com,4msec,71
67.akam.net.,a1,,
64.akam.net.,a,,
66.akam.net.,a1,,
63.akam.net.,a,,
66.akam.net.,a,,
65.akam.net.,a,,
1166.awsdns,n,,
2019.awsdns,n,,
295.awsdns,n,,
617.awsdns,n,,
67.55.123.1,ns.webair.net,262msec,58
199.193.75.1,ns2.webair.net,324msec,59
173.245.59.92,coby.ns.cloudflare.com,4msec,72
173.245.58.239,wally.ns.cloudflare.com,5msec,73
93.158.134.213,dns2.yandex.net,276msec,44
1362.awsdns,n,,
1720.awsdns,n,,
91.awsdns,n,,
949.awsdns,n,,
173.245.59.123,jay.ns.cloudflare.com,8msec,71
173.245.58.121,jean.ns.cloudflare.com,5msec,72
173.245.58.128,lara.ns.cloudflare.com,3msec,72
173.245.59.134,norm.ns.cloudflare.com,5msec,72
173.245.58.145,sue.ns.cloudflare.com,5msec,71
173.245.59.149,will.ns.cloudflare.com,4msec,72
173.245.58.146,uma.ns.cloudflare.com,4msec,71
173.245.59.150,woz.ns.cloudflare.com,4msec,71
106.11.211.66,dns10.hichina.com,280msec,202
106.11.211.56,dns10.hichina.com,319msec,202
106.11.141.126,dns10.hichina.com,349msec,202
106.11.141.116,dns10.hichina.com,353msec,202
140.205.41.26,dns10.hichina.com,340msec,202
140.205.41.16,dns10.hichina.com,321msec,202
140.205.81.26,dns10.hichina.com,277msec,202
140.205.81.16,dns10.hichina.com,350msec,202
106.11.211.65,dns9.hichina.com,369msec,201
106.11.211.55,dns9.hichina.com,335msec,201
106.11.141.125,dns9.hichina.com,336msec,201
106.11.141.115,dns9.hichina.com,356msec,201
140.205.41.25,dns9.hichina.com,267msec,201
140.205.41.15,dns9.hichina.com,303msec,201
140.205.81.25,dns9.hichina.com,310msec,201
140.205.81.15,dns9.hichina.com,354msec,201
1165.awsdns,n,,
1997.awsdns,n,,
362.awsdns,n,,
633.awsdns,n,,
173.245.59.82,chad.ns.cloudflare.com,5msec,72
173.245.58.109,edna.ns.cloudflare.com,4msec,72
202.72.59.4,ns03.rakuten.co.jp,87msec,91
133.237.30.76,ns01.rakuten.co.jp,70msec,91
133.237.30.77,ns02.rakuten.co.jp,73msec,294
202.72.59.2,ns04.rakuten.co.jp,77msec,294
95.216.30.21,ns2.gimmenetwork.com,190msec,147
195.201.55.12,ns1.gimmenetwork.com,174msec,147
servers.com.,dns1.registra,,
servers.com.,dns2.registra,,
173.245.58.124,kate.ns.cloudflare.com,5msec,72
173.245.59.138,ray.ns.cloudflare.com,4msec,71
209.112.114.33,ns1.netnames.net,71msec,134
69.36.145.33,ns2.netnames.net,51msec,134
209.112.114.33,ns5.netnames.net,74msec,134
69.36.145.33,ns6.netnames.net,42msec,134
209.112.114.33,ns7.netnames.net,73msec,134
173.245.58.96,desi.ns.cloudflare.com,5msec,72
173.245.59.171,graham.ns.cloudflare.com,5msec,74
1479.awsdns,n,,
1872.awsdns,n,,
663.awsdns,n,,
93.awsdns,n,,
1081.awsdns,n,,
1608.awsdns,n,,
261.awsdns,n,,
821.awsdns,n,,
111.206.226.10,ns2.jd.com,270msec,315
173.245.59.103,ben.ns.cloudflare.com,4msec,71
173.245.58.139,pat.ns.cloudflare.com,4msec,71
198.51.44.2,dns1.p02.nsone.net,42msec,110
198.51.45.2,dns2.p02.nsone.net,41msec,110
198.51.44.66,dns3.p02.nsone.net,41msec,110
198.51.45.66,dns4.p02.nsone.net,39msec,110
195.87.65.82,dnx2.vodafone.net.tr,251msec,49
212.252.46.131,fearow2.superonlinecorporate.com,325msec,128
213.194.65.15,dnx1.vodafone.net.tr,227msec,49
173.245.59.106,carl.ns.cloudflare.com,4msec,72
173.245.58.139,pat.ns.cloudflare.com,4msec,71
1071.awsdns,n,,
2020.awsdns,n,,
267.awsdns,n,,
641.awsdns,n,,
173.245.59.118,ian.ns.cloudflare.com,4msec,71
173.245.58.139,pat.ns.cloudflare.com,5msec,71
173.245.58.73,becky.ns.cloudflare.com,6msec,73
173.245.59.233,skip.ns.cloudflare.com,5msec,72
173.245.59.92,coby.ns.cloudflare.com,4msec,72
173.245.58.212,nola.ns.cloudflare.com,5msec,72
1214.awsdns,n,,
1966.awsdns,n,,
32.awsdns,n,,
874.awsdns,n,,
173.245.59.86,chuck.ns.cloudflare.com,8msec,73
173.245.58.92,deb.ns.cloudflare.com,8msec,71
173.245.59.193,kurt.ns.cloudflare.com,5msec,72
173.245.58.198,melinda.ns.cloudflare.com,7msec,75
173.245.59.103,ben.ns.cloudflare.com,5msec,71
173.245.58.149,zoe.ns.cloudflare.com,5msec,71
185.136.96.100,dns31.cloudns.net,5msec,404
185.136.97.100,dns32.cloudns.net,200msec,404
185.136.99.100,dns34.cloudns.net,38msec,404
185.136.98.100,dns33.cloudns.net,4msec,404
68.142.255.16,ns2.yahoo.com,7msec,307
98.138.11.157,ns4.yahoo.com,268msec,307
68.180.131.16,ns1.yahoo.com,5msec,307
203.84.221.53,ns3.yahoo.com,,
119.160.253.83,ns5.yahoo.com,51msec,307
185.86.180.17,ns4.aasaam.net,258msec,541
173.245.58.64,amber.ns.cloudflare.com,4msec,73
173.245.59.89,cleo.ns.cloudflare.com,7msec,72
111.87.4.97,dns103.kddi.ne.jp,84msec,46
111.87.4.225,dns104.kddi.ne.jp,77msec,46
54.64.39.199,dnsa01.kddi.ne.jp,77msec,188
1150.awsdns,n,,
2020.awsdns,n,,
380.awsdns,n,,
755.awsdns,n,,
173.245.59.125,jim.ns.cloudflare.com,4msec,71
173.245.58.184,leia.ns.cloudflare.com,4msec,72
69.134.147.5,dns2.rr.com,281msec,56
67.akam.net.,a1,,
69.134.7.5,dns1.rr.com,342msec,56
69.134.7.7,dns5.rr.com,340msec,56
66.akam.net.,a1,,
69.134.7.6,dns3.rr.com,328msec,56
64.akam.net.,a2,,
69.134.147.7,dns6.rr.com,250msec,56
65.akam.net.,a1,,
65.akam.net.,a,,
173.245.58.104,coco.ns.cloudflare.com,6msec,72
173.245.59.132,max.ns.cloudflare.com,6msec,71
1402.awsdns,n,,
1879.awsdns,n,,
434.awsdns,n,,
628.awsdns,n,,
1131.awsdns,n,,
1808.awsdns,n,,
227.awsdns,n,,
993.awsdns,n,,
servers.com.,pdns1.registra,,
servers.com.,pdns2.registra,,
173.245.58.89,dahlia.ns.cloudflare.com,5msec,74
173.245.59.208,mitch.ns.cloudflare.com,4msec,73
173.245.59.125,jim.ns.cloudflare.com,5msec,71
173.245.58.131,lisa.ns.cloudflare.com,5msec,72
1047.awsdns,n,,
1672.awsdns,n,,
493.awsdns,n,,
831.awsdns,n,,
173.245.58.69,aron.ns.cloudflare.com,4msec,72
173.245.59.96,damon.ns.cloudflare.com,8msec,73
208.80.126.2,ns2.dnsmadeeasy.com,40msec,416
208.80.127.2,ns4.dnsmadeeasy.com,38msec,416
208.80.125.2,ns3.dnsmadeeasy.com,35msec,416
208.80.124.2,ns1.dnsmadeeasy.com,35msec,416
208.94.148.2,ns0.dnsmadeeasy.com,4msec,416
65.akam.net.,a,,
30.akam.net.,a,,
67.akam.net.,a,,
66.akam.net.,a,,
64.akam.net.,a,,
67.akam.net.,a1,,
210.69.89.1,dns.cnanews.gov.tw,60msec,153
61.219.29.195,ns2.cna.com.tw,55msec,153
139.59.140.135,ns1.atomdns.net,161msec,60
173.245.58.182,lana.ns.cloudflare.com,3msec,72
173.245.59.214,nile.ns.cloudflare.com,5msec,72
173.245.58.102,anna.ns.cloudflare.com,4msec,72
173.245.59.126,josh.ns.cloudflare.com,6msec,72
199.7.69.1,pdns4.ultradns.org,3msec,394
199.7.68.1,pdns3.ultradns.org,180msec,394
204.13.250.10,ns2.p10.dynect.net,4msec,212
204.74.109.1,pdns2.ultradns.net,7msec,394
208.78.71.10,ns3.p10.dynect.net,4msec,240
204.74.108.1,pdns1.ultradns.net,3msec,394
204.74.114.1,pdns5.ultradns.info,37msec,394
208.78.70.10,ns1.p10.dynect.net,26msec,240
204.74.115.1,pdns6.ultradns.co.uk,4msec,394
204.13.251.10,ns4.p10.dynect.net,4msec,212
ns1.google.com.,appspot.com,4msec,370
220.249.242.12,ns1.dnsv3.com,283msec,208
14.215.150.12,ns1.dnsv3.com,251msec,208
61.151.180.47,ns1.dnsv3.com,,
52.221.20.79,ns1.dnsv3.com,5msec,208
182.140.167.168,ns1.dnsv3.com,,
111.30.142.18,ns1.dnsv3.com,,
223.166.151.13,ns1.dnsv3.com,,
52.221.20.79,ns2.dnsv3.com,5msec,208
111.30.142.18,ns2.dnsv3.com,,
180.163.19.16,ns2.dnsv3.com,,
101.226.220.15,ns2.dnsv3.com,,
59.36.120.144,ns2.dnsv3.com,166msec,208
125.39.213.167,ns2.dnsv3.com,224msec,208
61.151.180.48,ns2.dnsv3.com,,
1004.awsdns,n,,
1083.awsdns,n,,
1780.awsdns,n,,
280.awsdns,n,,
cloud.nic.ru.,ns,,
cloud.nic.ru.,ns,,
l2.nic.ru.,ns,,
l2.nic.ru.,ns,,
l2.nic.ru.,ns,,
173.245.58.101,amy.ns.cloudflare.com,4msec,71
173.245.59.107,cody.ns.cloudflare.com,6msec,72
61.151.180.51,ns3.dnsv5.com,,
58.251.86.12,ns3.dnsv5.com,245msec,256
14.215.150.16,ns3.dnsv5.com,145msec,256
59.36.120.148,ns3.dnsv5.com,142msec,256
18.194.2.137,ns3.dnsv5.com,165msec,256
223.166.151.16,ns3.dnsv5.com,,
117.135.170.109,ns3.dnsv5.com,210msec,256
162.14.18.188,ns3.dnsv5.com,5msec,256
182.140.167.191,ns3.dnsv5.com,,
52.77.238.92,ns3.dnsv5.com,5msec,256
61.151.180.52,ns4.dnsv5.com,,
59.36.120.147,ns4.dnsv5.com,143msec,272
52.198.159.146,ns4.dnsv5.com,80msec,272
125.39.213.166,ns4.dnsv5.com,296msec,272
223.166.151.126,ns4.dnsv5.com,,
18.235.54.99,ns4.dnsv5.com,338msec,272
162.14.18.121,ns4.dnsv5.com,12msec,272
182.254.20.44,ns4.dnsv5.com,159msec,272
14.215.150.13,ns4.dnsv5.com,161msec,272
180.163.19.12,ns4.dnsv5.com,,
101.226.220.12,ns4.dnsv5.com,,
1366.awsdns,n,,
2001.awsdns,n,,
238.awsdns,n,,
537.awsdns,n,,
173.245.59.170,gordon.ns.cloudflare.com,4msec,74
173.245.58.185,lia.ns.cloudflare.com,4msec,71
208.94.148.2,ns0.dnsmadeeasy.com,5msec,416
208.80.126.2,ns2.dnsmadeeasy.com,40msec,416
208.80.124.2,ns1.dnsmadeeasy.com,35msec,416
208.80.125.2,ns3.dnsmadeeasy.com,35msec,416
208.80.127.2,ns4.dnsmadeeasy.com,38msec,416
nicnet.nic.in.,nic.in,77msec,2315
173.245.59.58,albert.ns.cloudflare.com,6msec,74
173.245.58.148,zara.ns.cloudflare.com,4msec,72
1080.awsdns,n,,
1785.awsdns,n,,
303.awsdns,n,,
942.awsdns,n,,
173.245.59.175,hans.ns.cloudflare.com,5msec,72
173.245.58.143,ruth.ns.cloudflare.com,7msec,72
1094.awsdns,n,,
147.awsdns,n,,
1604.awsdns,n,,
950.awsdns,n,,
b.pnap.net.,n,,
c.pnap.net.,n,,
d.pnap.net.,n,,
a.pnap.net.,n,,
173.245.58.54,ada.ns.cloudflare.com,5msec,71
173.245.59.190,karl.ns.cloudflare.com,4msec,72
173.245.59.167,george.ns.cloudflare.com,5msec,74
173.245.58.221,sharon.ns.cloudflare.com,4msec,74
nicnet.nic.in.,nic.in,76msec,2315
106.awsdns,n,,
1452.awsdns,n,,
1868.awsdns,n,,
895.awsdns,n,,
46.105.207.200,ns200.anycast.me,,
46.105.206.200,dns200.anycast.me,,
173.245.59.77,bruce.ns.cloudflare.com,4msec,73
173.245.58.182,lana.ns.cloudflare.com,4msec,72
gms.att.net.,dmtu.mt.ns.el,,
gms.att.net.,dbru.br.ns.el,,
91.121.54.18,ns2.ihc.ru,332msec,99
95.213.233.218,ns2.ihc.ru,253msec,99
190.115.26.198,ns1.ihc.ru,357msec,99
178.248.237.118,ns1.ihc.ru,205msec,227
1487.awsdns,n,,
1954.awsdns,n,,
299.awsdns,n,,
721.awsdns,n,,
173.245.59.200,luke.ns.cloudflare.com,4msec,72
173.245.58.224,tani.ns.cloudflare.com,4msec,72
173.245.58.116,gail.ns.cloudflare.com,5msec,72
173.245.59.140,rob.ns.cloudflare.com,5msec,71
80.247.46.30,ns2.rfn.ru,196msec,102
72.246.46.64,use1.akam.net,62msec,58
184.26.161.64,usw2.akam.net,183msec,58
23.211.61.64,asia3.akam.net,4msec,59
184.85.248.65,aus1.akam.net,260msec,58
184.26.160.64,usc2.akam.net,37msec,58
252.akam.net.,ns,,
96.7.49.64,use2.akam.net,167msec,58
a.root,,,
173.245.59.160,drew.ns.cloudflare.com,4msec,72
173.245.58.225,tara.ns.cloudflare.com,4msec,72
1090.awsdns,n,,
2030.awsdns,n,,
61.awsdns,n,,
956.awsdns,n,,
173.245.58.84,chin.ns.cloudflare.com,5msec,72
173.245.59.117,hugh.ns.cloudflare.com,5msec,72
204.74.114.1,pdns5.ultradns.info,39msec,394
204.74.115.1,pdns6.ultradns.co.uk,4msec,394
204.74.108.1,pdns1.ultradns.net,5msec,394
204.74.109.1,pdns2.ultradns.net,5msec,394
199.7.68.1,pdns3.ultradns.org,263msec,394
199.7.69.1,pdns4.ultradns.org,6msec,394
173.245.58.51,ns1.digitalocean.com,749msec,65
173.245.59.41,ns2.digitalocean.com,11msec,65
64.59.135.198,ns8socg.shawcable.net,270msec,297
64.59.168.62,ns9htok.shawcable.net,218msec,297
64.59.135.214,ns7nocg.shawcable.net,250msec,297
70.39.150.2,ns2.inmotionhosting.com,254msec,189
74.124.210.242,ns1.inmotionhosting.com,253msec,135
223.166.151.17,ns1.dnsv2.com,,
125.39.213.168,ns1.dnsv2.com,305msec,208
223.166.151.18,ns1.dnsv2.com,,
111.30.132.180,ns1.dnsv2.com,95msec,208
14.215.150.11,ns1.dnsv2.com,146msec,208
101.226.220.13,ns1.dnsv2.com,,
61.129.8.141,ns1.dnsv2.com,,
59.36.120.143,ns2.dnsv2.com,174msec,208
111.30.132.180,ns2.dnsv2.com,98msec,208
61.151.180.45,ns2.dnsv2.com,,
182.140.167.167,ns2.dnsv2.com,,
220.249.242.11,ns2.dnsv2.com,243msec,208
180.163.19.11,ns2.dnsv2.com,,
58.247.212.37,ns2.dnsv2.com,,
1368.awsdns,n,,
1706.awsdns,n,,
396.awsdns,n,,
532.awsdns,n,,
